run_date,run_id,raw_entity,canonical_entity,entity_type,alias_matched,confidence_score,source_file,occurrence_count,notes
2026-09-26,20260926-011356-f352a7a9,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,"Acquisition - Louisville / Kentucky - Highgates Sells Multifamily Property in New Albany, Indiana for $9.5M","Acquisition - Louisville / Kentucky - Highgates Sells Multifamily Property in New Albany, Indiana for $9.5M",Project / Deal,,40,relationship_graph.csv,2,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,"Acquisition - Texas - Marcus & Millichap Brokers Sale of 49-Unit Apartment Building in Kerrville, Texas","Acquisition - Texas - Marcus & Millichap Brokers Sale of 49-Unit Apartment Building in Kerrville, Texas",Project / Deal,,40,relationship_graph.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,America,America,Market / Region,,40,deal_pipeline.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,America,America,Market / Region,,40,relationship_graph.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,Arizona,Arizona,Market / Region,,40,regional_intelligence.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,BHI,BHI,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,BHI,BHI,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,BHI,BHI,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,BHI,BHI,Developer / GP,,40,relationship_graph.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,"BTR / Build-to-Rent - Southeast - Canvas Residential, Kelley Properties to Develop 141-Unit Build-to-Rent Project in Bermuda...","BTR / Build-to-Rent - Southeast - Canvas Residential, Kelley Properties to Develop 141-Unit Build-to-Rent Project in Bermuda...",Project / Deal,,40,relationship_graph.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,Berkadia,Berkadia,Developer / GP,Berkadia,100,deal_pipeline.csv,2,exact canonical match
2026-09-26,20260926-011356-f352a7a9,Berkadia,Berkadia,Developer / GP,Berkadia,100,gp_intelligence.csv,1,exact canonical match
2026-09-26,20260926-011356-f352a7a9,Berkadia,Berkadia,Developer / GP,Berkadia,100,institutional_relationships.csv,1,exact canonical match
2026-09-26,20260926-011356-f352a7a9,Berkadia,Berkadia,Developer / GP,Berkadia,100,relationship_graph.csv,8,exact canonical match
2026-09-26,20260926-011356-f352a7a9,berkadia,Berkadia,Lender / Debt Provider,Berkadia,75,deal_pipeline.csv,2,case or punctuation normalized match
2026-09-26,20260926-011356-f352a7a9,berkadia,Berkadia,Lender / Debt Provider,Berkadia,75,relationship_graph.csv,2,case or punctuation normalized match
2026-09-26,20260926-011356-f352a7a9,Disposition / Exit - Las Vegas / Nevada - Berkadia Arranges $55M Sale of 220-Unit Sagecliff Apartments in Reno,Berkadia,Project / Deal,Berkadia,60,relationship_graph.csv,1,partial match
2026-09-26,20260926-011356-f352a7a9,CBRE,CBRE,Developer / GP,CBRE,100,gp_intelligence.csv,1,exact canonical match
2026-09-26,20260926-011356-f352a7a9,CBRE,CBRE,Developer / GP,CBRE,100,institutional_relationships.csv,1,exact canonical match
2026-09-26,20260926-011356-f352a7a9,cbre,CBRE,Lender / Debt Provider,CBRE,75,deal_pipeline.csv,1,case or punctuation normalized match
2026-09-26,20260926-011356-f352a7a9,cbre,CBRE,Lender / Debt Provider,CBRE,75,relationship_graph.csv,1,case or punctuation normalized match
2026-09-26,20260926-011356-f352a7a9,CIM Group,CIM Group,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,CIM Group,CIM Group,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,CIM Group,CIM Group,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,CIM Group,CIM Group,Developer / GP,,40,relationship_graph.csv,1,weak match / needs review
2026-09-26,20260926-011356-f352a7a9,Beverly Hills / California,California,Market / Region,California,60,articles.csv,1,partial match
2026-09-26,20260926-011356-f352a7a9,Beverly Hills / California,California,Market / Region,California,60,deal_pipeline.csv,1,partial match
2026-09-26,20260926-011356-f352a7a9,Beverly Hills / California,California,Market / Region,California,60,relationship_graph.csv,1,partial match
2026-09-26,20260926-011356-f352a7a9,California,California,Market / Region,California,100,articles.csv,5,exact canonical match
2026-09-26,20260926-011356-f352a7a9,California,California,Market / Region,California,100,deal_pipeline.csv,12,exact canonical match
2026-09-26,20260926-011356-f352a7a9,California,California,Market / Region,California,100,regional_intelligence.csv,1,exact canonical match
2026-09-26,20260926-011356-f352a7a9,California,California,Market / Region,California,100,relationship_graph.csv,7,exact canonical match
2026-09-26,20260926-011356-f352a7a9,San Francisco / California,California,Market / Region,California,60,articles.csv,2,partial match
2026-09-26,20260926-011356-f352a7a9,San Francisco / California,California,Market / Region,California,60,deal_pipeline.csv,2,partial match
2026-09-26,20260926-011356-f352a7a9,San Francisco / California,California,Market / Region,California,60,relationship_graph.csv,2,partial match
2026-09-26,20260926-011356-f352a7a9,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,California,Project / Deal,California,60,relationship_graph.csv,1,partial match
2026-09-26,20260926-011356-f352a7a9,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,Project / Deal,California,60,relationship_graph.csv,1,partial match
2026-09-26,20260926-011356-f352a7a9,Acquisition - San Francisco / California - Zurich Affiliate Acquires San Francisco Offices with Leasing Upside,California,Project / Deal,California,60,relationship_graph.csv,3,partial match
2026-09-26,20260926-011356-f352a7a9,Disposition / Exit - California - Marcus & Millichap Arranges $9.44M Sale of 24-Unit Multifamily Property in Costa Mesa Cali...,California,Project / Deal,California,60,relationship_graph.csv,1,partial match
2026-09-26,20260926-011356-f352a7a9,Entitlement / Permitting - Southeast - More design tweaks for infill housing at 810 N. Marengo Ave. in Pasadena,California,Project / Deal,Pasadena,60,relationship_graph.csv,1,partial match
2026-09-26,20260926-011356-f352a7a9,General Project Signal - Beverly Hills / California - 270 apartments take shape at 200 E. First American Way in Santa Ana,California,Project / Deal,California,60,relationship_graph.csv,2,partial match
2026-09-26,20260926-011356-f352a7a9,General Project Signal - California - WNC Closes on 23rd California-Focused Affordable Housing Fund,California,Project / Deal,California,60,relationship_graph.csv,1,partial match
2026-09-26,20260926-011356-f352a7a9,Canvas Residential Partners,Canvas Residential Partners,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
