run_id,run_date,cluster_title,article_count,retained_evidence_count,confidence_label,dominant_market,dominant_financing_pattern,cluster_status,synthesis_participation,source_diversity,lender_diversity,dominant_source_share
20260601-020308-c84a5578,2026-06-01,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,stable,,3,0,0.5
20260601-023138-a39ed519,2026-06-01,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,stable,,3,0,0.5
20260601-054634-41ca5227,2026-06-01,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,stable,,3,0,0.5
20260601-064806-993581e0,2026-06-01,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,stable,,3,0,0.5
20260601-072833-c2587107,2026-06-01,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,stable,,3,0,0.5
20260601-230146-450c13c8,2026-06-01,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,expanding,,4,1,0.4
20260602-010310-89150adf,2026-06-02,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,stable,,4,1,0.4
20260602-021112-26633af2,2026-06-02,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,stable,,4,1,0.4
20260602-040308-43dadaf3,2026-06-02,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,stable,,4,1,0.4
20260602-045446-a07523c4,2026-06-02,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,stable,,4,1,0.4
20260604-000136-6cfa7913,2026-06-04,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,fading,,3,0,0.5
20260604-081413-1726a3a1,2026-06-04,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,expanding,,4,0,0.4
20260604-230201-dcd2cc8d,2026-06-04,Sun Belt lease-up pressure watch,6,6,Broadly Confirmed,National,,expanding,,4,0,0.333
20260605-114113-2df19a72,2026-06-05,Sun Belt lease-up pressure watch,6,6,Broadly Confirmed,National,,stable,,4,0,0.333
20260605-230148-ea958470,2026-06-05,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,fading,,4,0,0.4
20260606-081908-38f3e371,2026-06-06,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,stable,,4,0,0.4
20260606-230329-da6be778,2026-06-06,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,stable,,4,0,0.4
20260607-101231-ed44acbd,2026-06-07,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,stable,,4,0,0.4
20260607-230152-0a671b17,2026-06-07,Sun Belt lease-up pressure watch,6,6,Broadly Confirmed,National,,expanding,,5,1,0.333
20260608-143859-a74ae896,2026-06-08,Sun Belt lease-up pressure watch,6,6,Broadly Confirmed,National,,stable,,5,1,0.333
20260608-230157-81fea293,2026-06-08,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,fading,,4,0,0.4
20260609-105010-d9b80e3f,2026-06-09,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,stable,,4,0,0.4
20260610-115707-124173e2,2026-06-10,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,fading,,3,0,0.5
20260611-001715-f4703e93,2026-06-11,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,expanding,,4,0,0.4
20260612-002041-06ed6325,2026-06-12,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,stable,,4,0,0.4
20260613-002146-039f5a36,2026-06-13,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,fading,,2,0,0.667
20260614-000904-0228c830,2026-06-14,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260615-001053-87d3b62d,2026-06-15,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260616-014320-175168dd,2026-06-16,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260617-001813-7e028cca,2026-06-17,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,expanding,,3,0,0.5
20260618-001725-265595f4,2026-06-18,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,stable,,3,0,0.5
20260619-002803-60bf3723,2026-06-19,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,fading,,2,0,0.667
20260620-001047-3a836daf,2026-06-20,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260621-000747-ec7072ff,2026-06-21,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260622-001313-0c1b6c9b,2026-06-22,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260623-000752-0e6f5f71,2026-06-23,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260623-235839-1625a2df,2026-06-23,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,expanding,,3,0,0.5
20260625-001447-86f3a02e,2026-06-25,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,fading,,2,0,0.667
20260626-001102-db0c2cd9,2026-06-26,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260627-000844-ffc034be,2026-06-27,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260628-000336-0274ba14,2026-06-28,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260629-001104-974ab7b9,2026-06-29,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260630-000528-e3d0faf1,2026-06-30,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260701-000701-05607635,2026-07-01,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260702-000820-f445e33a,2026-07-02,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,expanding,,3,0,0.5
20260703-000640-3892dc56,2026-07-03,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,stable,,3,1,0.5
20260704-000526-5ae56ed2,2026-07-04,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,fading,,2,0,0.667
20260705-000252-290c6e5e,2026-07-05,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260706-000644-f35b7e56,2026-07-06,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260707-000948-c1f40a65,2026-07-07,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,stable,,2,0,0.667
20260707-235900-c117bd3d,2026-07-07,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,expanding,,3,0,0.5
20260709-001033-8807486d,2026-07-09,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,fading,,2,0,0.667
20260710-000650-d7384633,2026-07-10,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,expanding,,3,0,0.5
20260710-235937-714bc49a,2026-07-10,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,fading,,2,0,0.667
20260711-235545-77ac1ce4,2026-07-11,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,expanding,,3,0,0.5
20260712-235518-9da73cee,2026-07-12,Sun Belt lease-up pressure watch,5,5,Broadly Confirmed,National,,expanding,,4,0,0.4
20260713-235520-9dd8478a,2026-07-13,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,fading,,3,0,0.5
20260714-235420-7185f37b,2026-07-14,Sun Belt lease-up pressure watch,4,4,Moderate Signal,National,,stable,,3,0,0.5
20260715-235936-5ac8e905,2026-07-15,Sun Belt lease-up pressure watch,3,3,Moderate Signal,National,,fading,,2,0,0.667
