run_date,run_id,source_name,attempted_url_or_feed,status,article_count_fetched,site_parcel_candidate_count,reason_if_unavailable
2026-07-24,20260724-000218-f61364aa,REBusiness Online,https://rebusinessonline.com/feed/atom/,no relevant articles,20,0,No saved Site / Parcel candidates detected
2026-07-24,20260724-000218-f61364aa,Connect CRE Apartments,https://www.connectcre.com/feed?property-sector=apartments,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-07-24,20260724-000218-f61364aa,Connect CRE Texas,https://www.connectcre.com/feed?story-market=texas,success,10,1,
2026-07-24,20260724-000218-f61364aa,Connect CRE South Florida,https://www.connectcre.com/feed?story-market=south-florida,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-07-24,20260724-000218-f61364aa,Connect CRE Phoenix,https://www.connectcre.com/feed?story-market=phoenix,success,10,1,
2026-07-24,20260724-000218-f61364aa,Connect CRE Atlanta,https://www.connectcre.com/feed?story-market=atlanta,success,10,1,
2026-07-24,20260724-000218-f61364aa,Connect CRE Charlotte,https://www.connectcre.com/feed?story-market=charlotte,error,0,0,RSS parsing issue: status=404; <unknown>:22:51: not well-formed (invalid token)
2026-07-24,20260724-000218-f61364aa,Connect CRE Orange County,https://www.connectcre.com/feed?story-market=orange-county,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-07-24,20260724-000218-f61364aa,CRE Daily,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Institutional Property Advisors,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,JLL Newsroom,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,CBRE Newsroom,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Cushman & Wakefield Newsroom,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Marcus & Millichap Newsroom,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Dallas Business Journal,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Austin Business Journal,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,South Florida Business Journal,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Phoenix Business Journal,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Atlanta Business Chronicle,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Charlotte Business Journal,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Los Angeles Business Journal,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,San Francisco Business Times,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Orange County Business Journal,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Denver Business Journal,,skipped,0,0,No public feed URL configured
2026-07-24,20260724-000218-f61364aa,Nashville Business Journal,,skipped,0,0,No public feed URL configured
