run_date,run_id,signal_name,signal_category,market,normalized_signal_key,source_count_today,article_count_today,article_count_7d,article_count_30d,source_count_7d,source_count_30d,first_seen_date,last_seen_date,days_observed_7d,days_observed_30d,persistence_score,momentum_score,freshness_score,diversity_score,memory_status,memory_reason
2026-06-26,20260626-001102-db0c2cd9,Rent Growth Signal,other,Los Angeles / California,other_rent_growth_signal_los_angeles_california,1,1,7,13,1,1,2026-06-06,2026-06-26,5,11,100,90,100,25,Persistent Signal,최근 30일 중 11일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-26,20260626-001102-db0c2cd9,acquisition,transaction_market,California,transaction_market_acquisition_california,0,0,4,10,4,4,2026-05-27,2026-06-25,2,7,100,90,86,100,Persistent Signal,최근 30일 중 7일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-26,20260626-001102-db0c2cd9,acquisition,transaction_market,New York City / New York,transaction_market_acquisition_new_york_city_new_york,0,0,6,10,1,2,2026-06-05,2026-06-22,3,7,100,90,44,50,Persistent Signal,최근 30일 중 7일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-26,20260626-001102-db0c2cd9,bridge_loan,capital_markets,Florida,capital_markets_bridge_loan_florida,0,0,3,8,1,2,2026-05-27,2026-06-22,3,8,100,90,44,50,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-26,20260626-001102-db0c2cd9,construction_financing,capital_markets,New York City / New York,capital_markets_construction_financing_new_york_city_new_york,1,1,10,13,3,3,2026-06-08,2026-06-26,6,9,100,90,100,75,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-26,20260626-001102-db0c2cd9,entitlement,development_pipeline,Other / Unknown,development_pipeline_entitlement_other_unknown,0,0,4,10,2,4,2026-06-04,2026-06-25,4,10,100,90,86,100,Persistent Signal,최근 30일 중 10일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-26,20260626-001102-db0c2cd9,acquisition,transaction_market,Phoenix / Arizona,transaction_market_acquisition_phoenix_arizona,2,2,8,18,3,4,2026-06-01,2026-06-26,6,16,100,74,100,100,Persistent Signal,최근 30일 중 16일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-26,20260626-001102-db0c2cd9,construction_financing,capital_markets,New York,capital_markets_construction_financing_new_york,0,0,3,10,3,5,2026-05-27,2026-06-25,2,8,100,70,86,100,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-26,20260626-001102-db0c2cd9,disposition,transaction_market,Other / Unknown,transaction_market_disposition_other_unknown,0,0,3,13,1,2,2026-05-27,2026-06-22,3,10,100,70,44,50,Persistent Signal,최근 30일 중 10일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-26,20260626-001102-db0c2cd9,joint_venture,institutional_capital,New York City / New York,institutional_capital_joint_venture_new_york_city_new_york,1,1,3,8,2,4,2026-06-07,2026-06-26,3,8,100,70,100,100,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
