run_date,run_id,raw_entity,canonical_entity,entity_type,alias_matched,confidence_score,source_file,occurrence_count,notes
2026-07-18,20260718-235559-a40a5f93,Acquisition - Denver / Colorado - Western Centers Sells Three-Property Retail Portfolio in Metro Denver for $30.3M,Acquisition - Denver / Colorado - Western Centers Sells Three-Property Retail Portfolio in Metro Denver for $30.3M,Project / Deal,,40,relationship_graph.csv,3,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Acquisition - Other / Unknown - Lincoln Property Co. acquires The Spectrum Cos.,Acquisition - Other / Unknown - Lincoln Property Co. acquires The Spectrum Cos.,Project / Deal,,40,relationship_graph.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,"Acquisition - Other / Unknown - Milhaus, SRG Residential merge, creating $2.5B multifamily development pipeline","Acquisition - Other / Unknown - Milhaus, SRG Residential merge, creating $2.5B multifamily development pipeline",Project / Deal,,40,relationship_graph.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Arizona,Arizona,Market / Region,,40,regional_intelligence.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,"Arlington, Virginia","Arlington, Virginia",Market / Region,,40,deal_pipeline.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,"Arlington, Virginia","Arlington, Virginia",Market / Region,,40,relationship_graph.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,AvalonBay,AvalonBay,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,AvalonBay,AvalonBay,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,AvalonBay,AvalonBay,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,AvalonBay,AvalonBay,Developer / GP,,40,relationship_graph.csv,5,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,BTR / Build-to-Rent - Other / Unknown - New Multifamily Build-to-Rent Investment Fund from PPR Capital Management,BTR / Build-to-Rent - Other / Unknown - New Multifamily Build-to-Rent Investment Fund from PPR Capital Management,Project / Deal,,40,relationship_graph.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Bascom Group,Bascom Group,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Bascom Group,Bascom Group,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Bascom Group,Bascom Group,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Bascom Group,Bascom Group,Developer / GP,,40,relationship_graph.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Bridge Investment Group,Bridge Investment Group,Developer / GP,,40,deal_pipeline.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Bridge Investment Group,Bridge Investment Group,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Bridge Investment Group,Bridge Investment Group,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Bridge Investment Group,Bridge Investment Group,Developer / GP,,40,relationship_graph.csv,8,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,CBRE,CBRE,Developer / GP,CBRE,100,deal_pipeline.csv,1,exact canonical match
2026-07-18,20260718-235559-a40a5f93,CBRE,CBRE,Developer / GP,CBRE,100,gp_intelligence.csv,1,exact canonical match
2026-07-18,20260718-235559-a40a5f93,CBRE,CBRE,Developer / GP,CBRE,100,institutional_relationships.csv,1,exact canonical match
2026-07-18,20260718-235559-a40a5f93,CBRE,CBRE,Developer / GP,CBRE,100,relationship_graph.csv,3,exact canonical match
2026-07-18,20260718-235559-a40a5f93,cbre,CBRE,Lender / Debt Provider,CBRE,75,deal_pipeline.csv,3,case or punctuation normalized match
2026-07-18,20260718-235559-a40a5f93,cbre,CBRE,Lender / Debt Provider,CBRE,75,relationship_graph.csv,3,case or punctuation normalized match
2026-07-18,20260718-235559-a40a5f93,CIM Group,CIM Group,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,CIM Group,CIM Group,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,CIM Group,CIM Group,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,CIM Group,CIM Group,Developer / GP,,40,relationship_graph.csv,3,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,California,California,Market / Region,California,100,articles.csv,3,exact canonical match
2026-07-18,20260718-235559-a40a5f93,California,California,Market / Region,California,100,deal_pipeline.csv,4,exact canonical match
2026-07-18,20260718-235559-a40a5f93,California,California,Market / Region,California,100,regional_intelligence.csv,1,exact canonical match
2026-07-18,20260718-235559-a40a5f93,California,California,Market / Region,California,100,relationship_graph.csv,2,exact canonical match
2026-07-18,20260718-235559-a40a5f93,Riverside / California,California,Market / Region,California,60,articles.csv,1,partial match
2026-07-18,20260718-235559-a40a5f93,Riverside / California,California,Market / Region,California,60,deal_pipeline.csv,1,partial match
2026-07-18,20260718-235559-a40a5f93,Riverside / California,California,Market / Region,California,60,relationship_graph.csv,1,partial match
2026-07-18,20260718-235559-a40a5f93,San Francisco / California,California,Market / Region,California,60,articles.csv,2,partial match
2026-07-18,20260718-235559-a40a5f93,San Francisco / California,California,Market / Region,California,60,deal_pipeline.csv,2,partial match
2026-07-18,20260718-235559-a40a5f93,San Francisco / California,California,Market / Region,California,60,relationship_graph.csv,2,partial match
2026-07-18,20260718-235559-a40a5f93,Santa Monica / California,California,Market / Region,California,60,articles.csv,1,partial match
2026-07-18,20260718-235559-a40a5f93,Santa Monica / California,California,Market / Region,California,60,deal_pipeline.csv,1,partial match
2026-07-18,20260718-235559-a40a5f93,Santa Monica / California,California,Market / Region,California,60,relationship_graph.csv,1,partial match
2026-07-18,20260718-235559-a40a5f93,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,Project / Deal,California,60,relationship_graph.csv,1,partial match
2026-07-18,20260718-235559-a40a5f93,Disposition / Exit - California - Garden-Style Apartments Go for $78M in North County San Diego,California,Project / Deal,California,60,relationship_graph.csv,1,partial match
2026-07-18,20260718-235559-a40a5f93,Entitlement / Permitting - San Francisco / California - Silicon Valley Cities See Spike In Office Demolitions,California,Project / Deal,California,60,relationship_graph.csv,2,partial match
2026-07-18,20260718-235559-a40a5f93,JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine,California,Project / Deal,California,60,relationship_graph.csv,2,partial match
2026-07-18,20260718-235559-a40a5f93,Camden Property Trust,Camden Property Trust,Developer / GP,,40,deal_pipeline.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Camden Property Trust,Camden Property Trust,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Camden Property Trust,Camden Property Trust,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Camden Property Trust,Camden Property Trust,Developer / GP,,40,relationship_graph.csv,10,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Construction Financing - Other / Unknown - Tree Street Group Closes on Financing for Chicago’s First Geothermal Multifamily,Construction Financing - Other / Unknown - Tree Street Group Closes on Financing for Chicago’s First Geothermal Multifamily,Project / Deal,,40,relationship_graph.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Denver,Denver,Market / Region,,40,deal_pipeline.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Denver,Denver,Market / Region,,40,relationship_graph.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Denver / Colorado,Denver / Colorado,Market / Region,,40,articles.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Denver / Colorado,Denver / Colorado,Market / Region,,40,deal_pipeline.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Denver / Colorado,Denver / Colorado,Market / Region,,40,relationship_graph.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Project / Deal,,40,relationship_graph.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Project / Deal,,40,relationship_graph.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Development Start - Other / Unknown - Missing Middle Weakness,Development Start - Other / Unknown - Missing Middle Weakness,Project / Deal,,40,relationship_graph.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Project / Deal,,40,relationship_graph.csv,2,weak match / needs review
2026-07-18,20260718-235559-a40a5f93,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Project / Deal,,40,relationship_graph.csv,2,weak match / needs review
