run_date,run_id,canonical_article_id,related_canonical_article_ids,primary_display_section,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,article_integrity_status,access_status,extracted_city,extracted_state,extracted_market_reason,gp_name,canonical_gp_name,lead_entity,counterparties,entity_extraction_method,entity_extraction_confidence,entity_extraction_reason,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,residential_sector,activity_type,market_focus,source_categories,source_platform_types,article_count,average_relevance_score,institutional_signal_strength,growth_or_defensive_signal,likely_strategy,potential_implication_for_woomi,recommended_follow_up,strategic_priority_label
2026-09-10,20260910-005336-a6651f40,art_bdb55363e81b79f1,art_bdb55363e81b79f1; art_b3cd60f67845fb11,Development Activity,repeat_penalized,2026-09-01,2026-09-10,9,recent_4_14d,recent,published date parsed; article age 9 day(s),55,valid,open,,California,matched state keyword: California,Tishman Speyer,Tishman Speyer,Tishman Speyer,Freddie Mac; Elme Communities,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 376-unit; project/asset term: community,high,Project / Asset,Apartment,acquisition; disposition / exit; refinancing; operational technology / AI adoption,California,Core Multifamily News; Site / Parcel Source Expansion,Other,2,88.0,99,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-10,20260910-005336-a6651f40,art_b2900cfe599294bb,art_b2900cfe599294bb; art_e7a3ed929243a0f7; art_2cfccf17dffaafe2; art_395817df123e51ea; art_96430a53e188d797,Development Activity,new_or_fresh,2026-09-09,2026-09-10,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Miami,Florida,matched city/metro keyword: Miami,Berkadia,Berkadia,Berkadia,Development Group; Mike Boyd Development Group; Build Miami Condo Residential; Courtesy Lore Development Group Lore Development Group,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 306-unit; project/asset term: community,high,Project Financing / Capital Event,Apartment,refinancing; operational technology / AI adoption,Miami / Florida,Core Multifamily News; Site / Parcel Source Expansion,Other,5,82.8,97,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-10,20260910-005336-a6651f40,art_bd3511c4d862ccff,art_bd3511c4d862ccff; art_6d0fd8900f5df74f; art_15af7a46d985eefa; art_ae25df6a8007b7bc,Development Activity,new_or_fresh,2026-09-09,2026-09-10,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,New York City,New York,matched city/metro keyword: New York City,Marcus & Millichap,Marcus & Millichap,Marcus & Millichap,Bay Area Assisted Living,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,project/asset term: apartments,medium,Project / Asset,Mixed-Use Residential,acquisition; disposition / exit; operational technology / AI adoption,New York City / New York,Core Multifamily News; Regional / California / LA Sources,Other,4,78.0,97,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Immediate Watch
2026-09-10,20260910-005336-a6651f40,art_5ebbdce6cc5bc291,art_d219d64a02726127; art_5ebbdce6cc5bc291,Development Activity,new_or_fresh,2026-09-09,2026-09-10,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Las Vegas,Nevada,matched city/metro keyword: Las Vegas,JLL,JLL,JLL,Two Seniors Housing Communities; MorningStar Senior Living; Nevada Seniors Housing Western MorningStar Senior Living,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 168-unit; project/asset term: development,high,Project Financing / Capital Event,Senior Housing,acquisition; disposition / exit; refinancing; recapitalization; JV / partnership; operational technology / AI adoption,Other / Unknown,Site / Parcel Source Expansion,Other,2,96.0,89,Distressed Opportunity Positioning,distressed recapitalization,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-09-10,20260910-005336-a6651f40,art_3cb36cf22ed5bb0c,art_3cb36cf22ed5bb0c,Development Activity,repeat_penalized,2026-09-03,2026-09-10,7,fresh_0_3d,fresh,published date parsed; article age 7 day(s),58,valid,open,Phoenix,Arizona,matched city/metro keyword: Phoenix,Brookfield,Brookfield,Brookfield,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,execution milestone: to build; site/parcel signal: parcel; project/asset term: development,high,Project / Asset,Mixed-Use Residential,acquisition; operational technology / AI adoption,Phoenix / Arizona,Site / Parcel Source Expansion,Other,1,100.0,85,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Immediate Watch
2026-09-10,20260910-005336-a6651f40,art_d5466c213569e499,art_d5466c213569e499,Development Activity,repeat_penalized,2026-09-03,2026-09-10,7,fresh_0_3d,fresh,published date parsed; article age 7 day(s),58,valid,open,Atlanta,Georgia,matched city/metro keyword: Atlanta,Kennedy Wilson,Kennedy Wilson,Kennedy Wilson,,,,,True,unit/site count: 382-unit; project/asset term: project,high,Project / Asset,Apartment,JV / partnership; operational technology / AI adoption,Atlanta / Georgia,Core Multifamily News,Other,1,83.0,85,Operational Optimization,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-09-10,20260910-005336-a6651f40,art_22a15f6c44643113,art_22a15f6c44643113,Development Activity,repeat_penalized,2026-08-13,2026-09-10,28,old_31d_plus,old,published date parsed; article age 28 day(s),5,valid,open,,California,matched state keyword: California,Fannie Mae,Fannie Mae,Fannie Mae,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 150-unit; project/asset term: community,high,Project / Asset,Apartment,refinancing; JV / partnership; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,91.0,83,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-09-10,20260910-005336-a6651f40,art_bdb55363e81b79f1,art_bdb55363e81b79f1,Development Activity,repeat_penalized,2026-09-01,2026-09-10,9,recent_4_14d,recent,published date parsed; article age 9 day(s),55,valid,open,,California,matched state keyword: California,Freddie Mac,Freddie Mac,Freddie Mac,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 376-unit; project/asset term: community,high,Project / Asset,Apartment,acquisition; refinancing; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,89.0,83,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-10,20260910-005336-a6651f40,art_058dd278581231bc,art_058dd278581231bc,Development Activity,acceptable_repeat,2026-09-08,2026-09-10,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,,California,matched state keyword: California,WNC,WNC,WNC,,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,project/asset term: apartments,medium,Project / Asset,Affordable Housing,capital raise; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,100.0,83,Operational Optimization,operational efficiency push,competitive pressure indicator,review LA / California development activity,Immediate Watch
2026-09-10,20260910-005336-a6651f40,art_b9563118cc92e8ab,art_b9563118cc92e8ab,Development Activity,new_or_fresh,2026-09-09,2026-09-10,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Las Vegas,Nevada,matched city/metro keyword: Las Vegas,BWE,BWE,BWE,,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,project/asset term: community,medium,Project / Asset,Multifamily,acquisition; refinancing; capital raise; operational technology / AI adoption,Las Vegas / Nevada,Core Multifamily News,Other,1,81.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-09-10,20260910-005336-a6651f40,art_d7905c27d43e05dd,art_d7905c27d43e05dd,GP / Capital Activity,acceptable_repeat,2026-09-08,2026-09-10,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,Los Angeles,California,matched city/metro keyword: Los Angeles,Driftwood Capital,Driftwood Capital,Driftwood Capital,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,General Residential,acquisition; refinancing; office-to-residential conversion; operational technology / AI adoption,Los Angeles / California,Regional / California / LA Sources,Other,1,98.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-09-10,20260910-005336-a6651f40,art_e7bb4e85ee39a9ea,art_e7bb4e85ee39a9ea,Development Activity,new_or_fresh,2026-09-09,2026-09-10,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,,"no city, state, or market keyword detected",Greenstone Partners,Greenstone Partners,Greenstone Partners,Jasmine Kilman Greenstone Partners; Off-Market West Loop Land Sale Greenstone Partners,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,address/street: 1276 w washington boulevard; site/parcel signal: site; project/asset term: development,high,Site Acquisition / Site Control,Apartment,acquisition; disposition / exit; JV / partnership; operational technology / AI adoption,Other / Unknown,Core Multifamily News,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-09-10,20260910-005336-a6651f40,art_26658c75711b70bb,art_26658c75711b70bb,Development Activity,new_or_fresh,2026-09-09,2026-09-10,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Houston,Texas,matched city/metro keyword: Houston,Hunington Residential,Hunington Residential,Hunington Residential,,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,unit/site count: 365 unit; execution milestone: lease-up; project/asset term: development,high,Leasing / Lease-Up,Multifamily,acquisition; disposition / exit; operational technology / AI adoption,Houston / Texas,Core Multifamily News,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
