run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,source_entity,canonical_source_entity,source_entity_type,target_entity,canonical_target_entity,target_entity_type,relationship_type,market,deal_type,evidence_article_title,url,relationship_strength_score,entity_resolution_confidence,canonical_relationship_event_count,relationship_repeat_strength,confirmed_multi_source_relationship,woomi_strategic_relevance,recommended_follow_up
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0048,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,100,Freddie Mac,Freddie Mac,Developer / GP,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,Project / Deal,Acquisition / Buyer,California,Acquisition,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,91,60,1,91,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0048,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,100,Freddie Mac,Freddie Mac,Developer / GP,California,California,Market / Region,Acquisition / Buyer,California,Acquisition,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,91,100,1,91,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0051,Disposition / Exit - California - Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,100,Marcus & Millichap,Marcus & Millichap,Developer / GP,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,California,Project / Deal,Acquisition / Buyer,California,Acquisition,MMCC Arranges Financing for Orange Multifamily Acquisition,https://www.connectcre.com/stories/mmcc-arranges-financing-for-orange-multifamily-acquisition/,89,40,1,89,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0051,Disposition / Exit - California - Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,100,Marcus & Millichap,Marcus & Millichap,Developer / GP,California,California,Market / Region,Acquisition / Buyer,California,Acquisition,MMCC Arranges Financing for Orange Multifamily Acquisition,https://www.connectcre.com/stories/mmcc-arranges-financing-for-orange-multifamily-acquisition/,89,40,1,89,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0058,"Acquisition - Dallas / Texas - Bascom Buys 370-Unit, Value-Add Project Near Richardson",100,Bascom Group,Bascom Group,Developer / GP,northmarq,northmarq,Lender / Debt Provider,Financing Relationship,Dallas / Texas,Acquisition,"Bascom Buys 370-Unit, Value-Add Project Near Richardson",https://www.connectcre.com/stories/bascom-buys-370-unit-value-add-project-near-richardson/,88,40,1,88,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0130,"Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail",100,Brookfield,Brookfield,Developer / GP,"Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail",Sun Belt,Project / Deal,Acquisition / Buyer,Phoenix / Arizona,Acquisition,"Evergreen Building Mesa Apartments, Retail",https://www.connectcre.com/stories/evergreen-building-mesa-apartments-retail/,88,60,1,88,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0130,"Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail",100,Brookfield,Brookfield,Developer / GP,Phoenix,Sun Belt,Market / Region,Acquisition / Buyer,Phoenix / Arizona,Acquisition,"Evergreen Building Mesa Apartments, Retail",https://www.connectcre.com/stories/evergreen-building-mesa-apartments-retail/,88,75,1,88,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0130,"Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail",100,Brookfield,Brookfield,Developer / GP,Phoenix / Arizona,Sun Belt,Market / Region,Acquisition / Buyer,Phoenix / Arizona,Acquisition,"Evergreen Building Mesa Apartments, Retail",https://www.connectcre.com/stories/evergreen-building-mesa-apartments-retail/,88,60,1,88,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0153,Acquisition - Texas - Newmark Arranges $53.9M in Acquisition Financing for Dry Creek Ranch Community in Northlak...,100,Fannie Mae,Fannie Mae,Developer / GP,fannie mae,Fannie Mae,Lender / Debt Provider,Financing Relationship,Texas,Acquisition,Newmark Arranges $53.9M in Acquisition Financing for Dry Creek Ranch Community in Northlake Texas,https://yieldpro.com/2026/09/dry-creek-ranch-newmark/,87,75,1,87,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0125,"Office-to-Residential Conversion - Other / Unknown - Santander Bank, Washington Capital Provide $113M Debt for Chicago Office Conversion",100,JLL,JLL,Developer / GP,jll,JLL,Lender / Debt Provider,Financing Relationship,Other / Unknown,Office-to-Residential Conversion,$113M Secured for Landmark Office-to-Residential Conversion on Chicago’s Mag Mile,https://yieldpro.com/2026/09/500-north-michigan-avenue/,87,75,1,87,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0125,"Office-to-Residential Conversion - Other / Unknown - Santander Bank, Washington Capital Provide $113M Debt for Chicago Office Conversion",100,JLL,JLL,Developer / GP,jll,JLL,Lender / Debt Provider,Financing Relationship,Other / Unknown,Office-to-Residential Conversion,JLL Arranges $113M for Mag Mile Office-to-Residential Conversion,https://www.connectcre.com/stories/jll-arranges-113m-for-mag-mile-office-to-residential-conversion-project/,87,75,1,87,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0125,"Office-to-Residential Conversion - Other / Unknown - Santander Bank, Washington Capital Provide $113M Debt for Chicago Office Conversion",100,JLL,JLL,Developer / GP,jll,JLL,Lender / Debt Provider,Financing Relationship,Other / Unknown,Office-to-Residential Conversion,"Santander Bank, Washington Capital Provide $113M Debt for Chicago Office Conversion",https://commercialobserver.com/2026/09/santander-bank-washington-capital-113m-chicago-office-conversion/,87,75,1,87,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0060,JV / Partnership - Dallas / Texas - KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,100,Walker & Dunlop,Walker & Dunlop,Developer / GP,Dallas,Sun Belt,Market / Region,JV / Partnership,Dallas / Texas,JV / Partnership,KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,https://www.connectcre.com/stories/kcg-snags-financing-for-260-unit-mesquite-senior-housing-community/,87,40,1,87,No,High relevance to Woomi partnership strategy,Review potential JV relevance
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0060,JV / Partnership - Dallas / Texas - KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,100,Walker & Dunlop,Walker & Dunlop,Developer / GP,Dallas / Texas,Los Angeles,Market / Region,JV / Partnership,Dallas / Texas,JV / Partnership,KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,https://www.connectcre.com/stories/kcg-snags-financing-for-260-unit-mesquite-senior-housing-community/,87,40,1,87,No,High relevance to Woomi partnership strategy,Review potential JV relevance
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0060,JV / Partnership - Dallas / Texas - KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,100,Walker & Dunlop,Walker & Dunlop,Developer / GP,JV / Partnership - Dallas / Texas - KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,Los Angeles,Project / Deal,JV / Partnership,Dallas / Texas,JV / Partnership,KCG Snags Financing for 260-Unit Mesquite Senior Housing Community,https://www.connectcre.com/stories/kcg-snags-financing-for-260-unit-mesquite-senior-housing-community/,87,40,1,87,No,High relevance to Woomi partnership strategy,Review potential JV relevance
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0076,Acquisition - Los Angeles / California - Decron Pays $114M for Miracle Mile Apartments,100,GID,GID,Developer / GP,Acquisition - Los Angeles / California - Decron Pays $114M for Miracle Mile Apartments,Los Angeles,Project / Deal,Acquisition / Buyer,Los Angeles / California,Acquisition,Decron Pays $114M for Miracle Mile Apartments,https://www.connectcre.com/stories/498977-2/,85,40,1,85,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0076,Acquisition - Los Angeles / California - Decron Pays $114M for Miracle Mile Apartments,100,GID,GID,Developer / GP,Los Angeles,Los Angeles,Market / Region,Acquisition / Buyer,Los Angeles / California,Acquisition,Decron Pays $114M for Miracle Mile Apartments,https://www.connectcre.com/stories/498977-2/,85,40,1,85,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0076,Acquisition - Los Angeles / California - Decron Pays $114M for Miracle Mile Apartments,100,GID,GID,Developer / GP,Los Angeles / California,Los Angeles,Market / Region,Acquisition / Buyer,Los Angeles / California,Acquisition,Decron Pays $114M for Miracle Mile Apartments,https://www.connectcre.com/stories/498977-2/,85,40,1,85,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0110,Refinancing - New York City / New York - Walker & Dunlop Arranges $86M Refi for Flushing Affordable Quartet,100,Walker & Dunlop,Walker & Dunlop,Developer / GP,New York City / New York,New York,Market / Region,Financing Relationship,New York City / New York,Refinancing,Walker & Dunlop Arranges $86M Refi for Flushing Affordable Quartet,https://www.connectcre.com/stories/walker-dunlop-arranges-86m-refi-for-flushing-affordable-quartet/,85,40,1,85,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0110,Refinancing - New York City / New York - Walker & Dunlop Arranges $86M Refi for Flushing Affordable Quartet,100,Walker & Dunlop,Walker & Dunlop,Developer / GP,Queens,New York,Market / Region,Financing Relationship,New York City / New York,Refinancing,Walker & Dunlop Arranges $86M Refi for Flushing Affordable Quartet,https://www.connectcre.com/stories/walker-dunlop-arranges-86m-refi-for-flushing-affordable-quartet/,85,40,1,85,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0110,Refinancing - New York City / New York - Walker & Dunlop Arranges $86M Refi for Flushing Affordable Quartet,100,Walker & Dunlop,Walker & Dunlop,Developer / GP,Refinancing - New York City / New York - Walker & Dunlop Arranges $86M Refi for Flushing Affordable Quartet,Kennedy Wilson,Project / Deal,Financing Relationship,New York City / New York,Refinancing,Walker & Dunlop Arranges $86M Refi for Flushing Affordable Quartet,https://www.connectcre.com/stories/walker-dunlop-arranges-86m-refi-for-flushing-affordable-quartet/,85,40,1,85,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0100,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,Berkadia,Berkadia,Developer / GP,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,Sun Belt,Project / Deal,Financing Relationship,Miami / Florida,Construction Financing,Development Group Inks $58M Construction Loan for Coconut Grove Condos,https://www.connectcre.com/stories/development-group-inks-58m-construction-loan-for-coconut-grove-condos/,84,60,1,84,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0100,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,Berkadia,Berkadia,Developer / GP,Miami / Florida,Sun Belt,Market / Region,Financing Relationship,Miami / Florida,Construction Financing,Development Group Inks $58M Construction Loan for Coconut Grove Condos,https://www.connectcre.com/stories/development-group-inks-58m-construction-loan-for-coconut-grove-condos/,84,60,1,84,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0100,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,Berkadia,Berkadia,Developer / GP,Miami / Florida,Sun Belt,Market / Region,Financing Relationship,Miami / Florida,Refinancing,Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,https://www.connectcre.com/stories/rich-properties-snags-38-5m-refi-for-west-palm-beach-rental-asset/,84,60,1,84,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0100,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,Berkadia,Berkadia,Developer / GP,Refinancing - Miami / Florida - Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,Los Angeles,Project / Deal,Financing Relationship,Miami / Florida,Refinancing,Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,https://www.connectcre.com/stories/rich-properties-snags-38-5m-refi-for-west-palm-beach-rental-asset/,84,60,1,84,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0100,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,Berkadia,Berkadia,Developer / GP,South Florida,South Florida,Market / Region,Financing Relationship,Miami / Florida,Construction Financing,Development Group Inks $58M Construction Loan for Coconut Grove Condos,https://www.connectcre.com/stories/development-group-inks-58m-construction-loan-for-coconut-grove-condos/,84,40,1,84,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0100,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,Berkadia,Berkadia,Developer / GP,South Florida,South Florida,Market / Region,Financing Relationship,Miami / Florida,Refinancing,Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,https://www.connectcre.com/stories/rich-properties-snags-38-5m-refi-for-west-palm-beach-rental-asset/,84,40,1,84,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0052,"Acquisition - California - TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",100,Standard Real Estate Investments,Standard Real Estate Investments,Developer / GP,"Acquisition - California - TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",Los Angeles,Project / Deal,Acquisition / Buyer,California,Acquisition,"TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",https://www.multifamilydive.com/news/multifamily-transactions-value-add-apartment-deals/830939/,83,40,1,83,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0052,"Acquisition - California - TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",100,Standard Real Estate Investments,Standard Real Estate Investments,Developer / GP,Bay Area,California,Market / Region,Acquisition / Buyer,California,Acquisition,"TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",https://www.multifamilydive.com/news/multifamily-transactions-value-add-apartment-deals/830939/,83,40,1,83,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0052,"Acquisition - California - TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",100,Standard Real Estate Investments,Standard Real Estate Investments,Developer / GP,California,California,Market / Region,Acquisition / Buyer,California,Acquisition,"TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",https://www.multifamilydive.com/news/multifamily-transactions-value-add-apartment-deals/830939/,83,40,1,83,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0100,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,Berkadia,Berkadia,Developer / GP,berkadia,Berkadia,Lender / Debt Provider,Financing Relationship,Miami / Florida,Refinancing,RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,https://www.connectcre.com/stories/rivani-lands-114-3m-refi-on-miami-beach-office-retail-project/,80,75,1,80,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0057,"Development Start - Colorado - Livmark, Hillside to Develop 185-Unit Multifamily Community in Longmont, Colorado",100,Greystar,Greystar,Developer / GP,Colorado,Colorado,Market / Region,Development Activity,Colorado,Development Start,"Livmark, Hillside to Develop 185-Unit Multifamily Community in Longmont, Colorado",https://rebusinessonline.com/livmark-hillside-to-develop-185-unit-multifamily-community-in-longmont-colorado/,80,40,1,80,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0057,"Development Start - Colorado - Livmark, Hillside to Develop 185-Unit Multifamily Community in Longmont, Colorado",100,Greystar,Greystar,Developer / GP,"Development Start - Colorado - Livmark, Hillside to Develop 185-Unit Multifamily Community in Longmont, Colorado","Development Start - Colorado - Livmark, Hillside to Develop 185-Unit Multifamily Community in Longmont, Colorado",Project / Deal,Development Activity,Colorado,Development Start,"Livmark, Hillside to Develop 185-Unit Multifamily Community in Longmont, Colorado",https://rebusinessonline.com/livmark-hillside-to-develop-185-unit-multifamily-community-in-longmont-colorado/,80,40,1,80,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0051,Disposition / Exit - California - Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,100,Marcus & Millichap,Marcus & Millichap,Developer / GP,California,California,Market / Region,Disposition / Seller,California,Disposition / Exit,Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,https://www.connectcre.com/stories/marcus-millichap-closes-multifamily-sale-in-san-diegos-college-east/,79,40,1,79,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0051,Disposition / Exit - California - Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,100,Marcus & Millichap,Marcus & Millichap,Developer / GP,Disposition / Exit - California - Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,California,Project / Deal,Disposition / Seller,California,Disposition / Exit,Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,https://www.connectcre.com/stories/marcus-millichap-closes-multifamily-sale-in-san-diegos-college-east/,79,40,1,79,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0058,"Acquisition - Dallas / Texas - Bascom Buys 370-Unit, Value-Add Project Near Richardson",100,Bascom Group,Bascom Group,Developer / GP,"Acquisition - Dallas / Texas - Bascom Buys 370-Unit, Value-Add Project Near Richardson",Los Angeles,Project / Deal,Acquisition / Buyer,Dallas / Texas,Acquisition,"Bascom Buys 370-Unit, Value-Add Project Near Richardson",https://www.connectcre.com/stories/bascom-buys-370-unit-value-add-project-near-richardson/,78,40,1,78,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0058,"Acquisition - Dallas / Texas - Bascom Buys 370-Unit, Value-Add Project Near Richardson",100,Bascom Group,Bascom Group,Developer / GP,Dallas,Sun Belt,Market / Region,Acquisition / Buyer,Dallas / Texas,Acquisition,"Bascom Buys 370-Unit, Value-Add Project Near Richardson",https://www.connectcre.com/stories/bascom-buys-370-unit-value-add-project-near-richardson/,78,40,1,78,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0058,"Acquisition - Dallas / Texas - Bascom Buys 370-Unit, Value-Add Project Near Richardson",100,Bascom Group,Bascom Group,Developer / GP,Dallas / Texas,Los Angeles,Market / Region,Acquisition / Buyer,Dallas / Texas,Acquisition,"Bascom Buys 370-Unit, Value-Add Project Near Richardson",https://www.connectcre.com/stories/bascom-buys-370-unit-value-add-project-near-richardson/,78,40,1,78,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0071,Acquisition - Los Angeles / California - CBRE Arranges Valencia Office Sale for Harbor Associates,100,CBRE,CBRE,Developer / GP,cbre,CBRE,Lender / Debt Provider,Financing Relationship,Los Angeles / California,Acquisition,CBRE Arranges Valencia Office Sale for Harbor Associates,https://www.connectcre.com/stories/cbre-arranges-valencia-office-sale-for-harbor-associates/,78,75,1,78,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0153,Acquisition - Texas - Newmark Arranges $53.9M in Acquisition Financing for Dry Creek Ranch Community in Northlak...,100,Fannie Mae,Fannie Mae,Developer / GP,Acquisition - Texas - Newmark Arranges $53.9M in Acquisition Financing for Dry Creek Ranch Community in Northlak...,Los Angeles,Project / Deal,Acquisition / Buyer,Texas,Acquisition,Newmark Arranges $53.9M in Acquisition Financing for Dry Creek Ranch Community in Northlake Texas,https://yieldpro.com/2026/09/dry-creek-ranch-newmark/,77,60,1,77,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0153,Acquisition - Texas - Newmark Arranges $53.9M in Acquisition Financing for Dry Creek Ranch Community in Northlak...,100,Fannie Mae,Fannie Mae,Developer / GP,Texas,Texas,Market / Region,Acquisition / Buyer,Texas,Acquisition,Newmark Arranges $53.9M in Acquisition Financing for Dry Creek Ranch Community in Northlake Texas,https://yieldpro.com/2026/09/dry-creek-ranch-newmark/,77,40,1,77,No,General market intelligence,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0106,Development Start - National - Multifamily starts forecast lower in September,100,Fannie Mae,Fannie Mae,Developer / GP,fannie mae,Fannie Mae,Lender / Debt Provider,Financing Relationship,National,Development Start,Multifamily starts forecast lower in September,https://yieldpro.com/2026/09/multifamily-starts-forecast-lower-in-september/,76,75,1,76,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-22,20260922-012817-1faedc88,PRJ-20260922-0100,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,Berkadia,Berkadia,Developer / GP,Miami / Florida,Sun Belt,Market / Region,Financing Relationship,Miami / Florida,Refinancing,RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,https://www.connectcre.com/stories/rivani-lands-114-3m-refi-on-miami-beach-office-retail-project/,72,60,1,72,No,Relevant to capital markets monitoring,Track GP relationship history
