run_date,run_id,source_name,attempted_url_or_feed,status,article_count_fetched,site_parcel_candidate_count,reason_if_unavailable
2026-08-21,20260821-232352-ea0d6aef,REBusiness Online,https://rebusinessonline.com/feed/atom/,no relevant articles,20,0,No saved Site / Parcel candidates detected
2026-08-21,20260821-232352-ea0d6aef,Connect CRE Apartments,https://www.connectcre.com/feed?property-sector=apartments,success,10,1,
2026-08-21,20260821-232352-ea0d6aef,Connect CRE Texas,https://www.connectcre.com/feed?story-market=texas,success,10,1,
2026-08-21,20260821-232352-ea0d6aef,Connect CRE South Florida,https://www.connectcre.com/feed?story-market=south-florida,success,10,1,
2026-08-21,20260821-232352-ea0d6aef,Connect CRE Phoenix,https://www.connectcre.com/feed?story-market=phoenix,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-08-21,20260821-232352-ea0d6aef,Connect CRE Atlanta,https://www.connectcre.com/feed?story-market=atlanta,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-08-21,20260821-232352-ea0d6aef,Connect CRE Charlotte,https://www.connectcre.com/feed?story-market=charlotte,error,0,0,RSS parsing issue: status=404; <unknown>:22:51: not well-formed (invalid token)
2026-08-21,20260821-232352-ea0d6aef,Connect CRE Orange County,https://www.connectcre.com/feed?story-market=orange-county,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-08-21,20260821-232352-ea0d6aef,CRE Daily,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Institutional Property Advisors,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,JLL Newsroom,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,CBRE Newsroom,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Cushman & Wakefield Newsroom,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Marcus & Millichap Newsroom,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Dallas Business Journal,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Austin Business Journal,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,South Florida Business Journal,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Phoenix Business Journal,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Atlanta Business Chronicle,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Charlotte Business Journal,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Los Angeles Business Journal,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,San Francisco Business Times,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Orange County Business Journal,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Denver Business Journal,,skipped,0,0,No public feed URL configured
2026-08-21,20260821-232352-ea0d6aef,Nashville Business Journal,,skipped,0,0,No public feed URL configured
