run_date,run_id,source_name,attempted_url_or_feed,status,article_count_fetched,site_parcel_candidate_count,reason_if_unavailable
2026-09-24,20260924-010837-3de2bd8c,REBusiness Online,https://rebusinessonline.com/feed/atom/,no relevant articles,20,0,No saved Site / Parcel candidates detected
2026-09-24,20260924-010837-3de2bd8c,Connect CRE Apartments,https://www.connectcre.com/feed?property-sector=apartments,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-09-24,20260924-010837-3de2bd8c,Connect CRE Texas,https://www.connectcre.com/feed?story-market=texas,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-09-24,20260924-010837-3de2bd8c,Connect CRE South Florida,https://www.connectcre.com/feed?story-market=south-florida,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-09-24,20260924-010837-3de2bd8c,Connect CRE Phoenix,https://www.connectcre.com/feed?story-market=phoenix,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-09-24,20260924-010837-3de2bd8c,Connect CRE Atlanta,https://www.connectcre.com/feed?story-market=atlanta,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-09-24,20260924-010837-3de2bd8c,Connect CRE Charlotte,https://www.connectcre.com/feed?story-market=charlotte,error,0,0,RSS parsing issue: status=404; <unknown>:22:51: not well-formed (invalid token)
2026-09-24,20260924-010837-3de2bd8c,Connect CRE Orange County,https://www.connectcre.com/feed?story-market=orange-county,no relevant articles,10,0,No saved Site / Parcel candidates detected
2026-09-24,20260924-010837-3de2bd8c,CRE Daily,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Institutional Property Advisors,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,JLL Newsroom,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,CBRE Newsroom,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Cushman & Wakefield Newsroom,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Marcus & Millichap Newsroom,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Dallas Business Journal,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Austin Business Journal,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,South Florida Business Journal,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Phoenix Business Journal,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Atlanta Business Chronicle,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Charlotte Business Journal,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Los Angeles Business Journal,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,San Francisco Business Times,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Orange County Business Journal,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Denver Business Journal,,skipped,0,0,No public feed URL configured
2026-09-24,20260924-010837-3de2bd8c,Nashville Business Journal,,skipped,0,0,No public feed URL configured
