run_date,run_id,raw_entity,canonical_entity,entity_type,alias_matched,confidence_score,source_file,occurrence_count,notes
2026-08-10,20260810-233522-b4607a70,Affinius Capital,Affinius Capital,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Affinius Capital,Affinius Capital,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Affinius Capital,Affinius Capital,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Affinius Capital,Affinius Capital,Developer / GP,,40,relationship_graph.csv,3,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Alliance Residential,Alliance Residential,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Alliance Residential,Alliance Residential,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Alliance Residential,Alliance Residential,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Alliance Residential,Alliance Residential,Developer / GP,,40,relationship_graph.csv,3,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Arcus Real Estate Capital,Arcus Real Estate Capital,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Arcus Real Estate Capital,Arcus Real Estate Capital,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Arizona,Arizona,Market / Region,,40,articles.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Arizona,Arizona,Market / Region,,40,deal_pipeline.csv,2,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Arizona,Arizona,Market / Region,,40,regional_intelligence.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Arizona,Arizona,Market / Region,,40,relationship_graph.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Atlanta Student Housing Project Radnor Property Group,Atlanta Student Housing Project Radnor Property Group,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Atlanta Student Housing Project Radnor Property Group,Atlanta Student Housing Project Radnor Property Group,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,AvalonBay,AvalonBay,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,AvalonBay,AvalonBay,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,AvalonBay,AvalonBay,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,AvalonBay,AvalonBay,Developer / GP,,40,relationship_graph.csv,3,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Bascom Group,Bascom Group,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Bascom Group,Bascom Group,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Bascom Group,Bascom Group,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Bascom Group,Bascom Group,Developer / GP,,40,relationship_graph.csv,2,weak match / needs review
2026-08-10,20260810-233522-b4607a70,Berkadia,Berkadia,Developer / GP,Berkadia,100,deal_pipeline.csv,2,exact canonical match
2026-08-10,20260810-233522-b4607a70,Berkadia,Berkadia,Developer / GP,Berkadia,100,gp_intelligence.csv,1,exact canonical match
2026-08-10,20260810-233522-b4607a70,Berkadia,Berkadia,Developer / GP,Berkadia,100,institutional_relationships.csv,1,exact canonical match
2026-08-10,20260810-233522-b4607a70,Berkadia,Berkadia,Developer / GP,Berkadia,100,relationship_graph.csv,6,exact canonical match
2026-08-10,20260810-233522-b4607a70,berkadia,Berkadia,Lender / Debt Provider,Berkadia,75,deal_pipeline.csv,2,case or punctuation normalized match
2026-08-10,20260810-233522-b4607a70,berkadia,Berkadia,Lender / Debt Provider,Berkadia,75,relationship_graph.csv,2,case or punctuation normalized match
2026-08-10,20260810-233522-b4607a70,BTR / Build-to-Rent - Florida - Berkadia Arranges $19.1M in Acquisition Financing for Build-to-Rent Community in St. Cloud...,Berkadia,Project / Deal,Berkadia,60,relationship_graph.csv,1,partial match
