run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,source_entity,canonical_source_entity,source_entity_type,target_entity,canonical_target_entity,target_entity_type,relationship_type,market,deal_type,evidence_article_title,url,relationship_strength_score,entity_resolution_confidence,canonical_relationship_event_count,relationship_repeat_strength,confirmed_multi_source_relationship,woomi_strategic_relevance,recommended_follow_up
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0065,"Acquisition - Denver / Colorado - Monarch Investment Sells 153-Unit Fox Hill Apartments in Golden, Colorado",100,JLL,JLL,Developer / GP,jll,JLL,Lender / Debt Provider,Financing Relationship,Denver / Colorado,Acquisition,"Monarch Investment Sells 153-Unit Fox Hill Apartments in Golden, Colorado",https://rebusinessonline.com/monarch-investment-sells-153-unit-fox-hill-apartments-in-golden-colorado/,98,75,1,98,No,Relevant to capital markets monitoring,Track GP relationship history
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0112,Refinancing - New York - Owner Lands $67M Loan To Renovate Apartments On Revere Waterfront,100,JLL,JLL,Developer / GP,jll,JLL,Lender / Debt Provider,Financing Relationship,New York,Refinancing,Owner Lands $67M Loan To Renovate Apartments On Revere Waterfront,https://www.bisnow.com/news/boston/multifamily/investor-secures-67m-refinance-loan-for-revere-beach-multifamily-property,93,75,1,93,No,Relevant to capital markets monitoring,Track GP relationship history
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0096,Refinancing - Louisiana - Scion Group Secures $556M Student Housing Refinance on 14-Property Multifamily Student Hou...,100,Scion Group,Scion Group,Developer / GP,fannie mae,Fannie Mae,Lender / Debt Provider,Financing Relationship,Louisiana,Refinancing,Scion Group Secures $556M Student Housing Refinance on 14-Property Multifamily Student Housing Portfolio,https://yieldpro.com/2026/08/lark-central/,93,40,1,93,No,Relevant to capital markets monitoring,Track GP relationship history
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0067,BTR / Build-to-Rent - Florida - Berkadia Arranges $19.1M in Acquisition Financing for Build-to-Rent Community in St. Cloud...,100,Berkadia,Berkadia,Developer / GP,berkadia,Berkadia,Lender / Debt Provider,Financing Relationship,Florida,BTR / Build-to-Rent,"Berkadia Arranges $19.1M in Acquisition Financing for Build-to-Rent Community in St. Cloud, Florida",https://rebusinessonline.com/berkadia-arranges-19-1m-in-acquisition-financing-for-build-to-rent-community-in-st-cloud-florida/,91,75,1,91,No,Relevant to capital markets monitoring,Track GP relationship history
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0038,Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,100,JLL,JLL,Developer / GP,jll,JLL,Lender / Debt Provider,Financing Relationship,Atlanta / Georgia,Acquisition,Walton Communities Offloads Two Atlanta Rental Properties,https://www.connectcre.com/stories/walton-lakes-offloads-two-atlanta-rental-properties/,89,75,1,89,No,Relevant to capital markets monitoring,Track GP relationship history
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0129,"Acquisition - Other / Unknown - JLL Arranges Sale of 336-Unit Multifamily Community in Burnsville, Minnesota",100,JLL,JLL,Developer / GP,jll,JLL,Lender / Debt Provider,Financing Relationship,Other / Unknown,Acquisition,"JLL Arranges Sale of 336-Unit Multifamily Community in Burnsville, Minnesota",https://rebusinessonline.com/jll-arranges-sale-of-336-unit-multifamily-community-in-burnsville-minnesota/,89,75,1,89,No,Relevant to capital markets monitoring,Track GP relationship history
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0048,Refinancing - California - San Jose Area Senior Multifamily Community Sells for $103M,100,Alliance Residential,Alliance Residential,Developer / GP,California,California,Market / Region,Financing Relationship,California,Refinancing,San Jose Area Senior Multifamily Community Sells for $103M,https://yieldpro.com/2026/08/american-healthcare-reit/,88,40,1,88,No,Relevant to LA / California strategy,Track GP relationship history
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0048,Refinancing - California - San Jose Area Senior Multifamily Community Sells for $103M,100,Alliance Residential,Alliance Residential,Developer / GP,Refinancing - California - San Jose Area Senior Multifamily Community Sells for $103M,California,Project / Deal,Financing Relationship,California,Refinancing,San Jose Area Senior Multifamily Community Sells for $103M,https://yieldpro.com/2026/08/american-healthcare-reit/,88,40,1,88,No,Relevant to LA / California strategy,Track GP relationship history
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0048,Refinancing - California - San Jose Area Senior Multifamily Community Sells for $103M,100,Alliance Residential,Alliance Residential,Developer / GP,San Jose,San Jose,Market / Region,Financing Relationship,California,Refinancing,San Jose Area Senior Multifamily Community Sells for $103M,https://yieldpro.com/2026/08/american-healthcare-reit/,88,40,1,88,No,Relevant to LA / California strategy,Track GP relationship history
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0049,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,100,Bascom Group,Bascom Group,Developer / GP,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,Project / Deal,Acquisition / Buyer,California,Acquisition,Bascom Acquires Buena Park Apartments as Value-Add Deal,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,88,40,1,88,No,Relevant to LA / California strategy,Track GP relationship history
