run_date,run_id,signal_name,signal_category,market,normalized_signal_key,source_count_today,article_count_today,article_count_7d,article_count_30d,source_count_7d,source_count_30d,first_seen_date,last_seen_date,days_observed_7d,days_observed_30d,persistence_score,momentum_score,freshness_score,diversity_score,memory_status,memory_reason
2026-07-01,20260701-000701-05607635,Development Strategy,other,Los Angeles / California,other_development_strategy_los_angeles_california,1,1,4,14,1,1,2026-06-04,2026-07-01,4,14,100,90,100,25,Persistent Signal,최근 30일 중 14일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Development Strategy,other,San Francisco / California,other_development_strategy_san_francisco_california,1,1,4,18,1,2,2026-06-06,2026-07-01,3,15,100,90,100,50,Persistent Signal,최근 30일 중 15일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Rent Growth Signal,macro_financing,Los Angeles / California,macro_financing_rent_growth_signal_los_angeles_california,1,1,4,10,1,1,2026-06-13,2026-07-01,4,10,100,90,100,25,Persistent Signal,최근 30일 중 10일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,acquisition,transaction_market,Other / Unknown,transaction_market_acquisition_other_unknown,2,2,15,35,4,6,2026-05-27,2026-07-01,7,21,100,90,100,100,Persistent Signal,최근 30일 중 21일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,acquisition,transaction_market,Phoenix / Arizona,transaction_market_acquisition_phoenix_arizona,2,3,16,30,3,4,2026-06-01,2026-07-01,7,20,100,90,100,100,Persistent Signal,최근 30일 중 20일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,acquisition,transaction_market,Atlanta / Georgia,transaction_market_acquisition_atlanta_georgia,0,0,3,13,1,3,2026-06-01,2026-06-29,3,10,100,90,72,75,Persistent Signal,최근 30일 중 10일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,construction_start,development_pipeline,Miami / Florida,development_pipeline_construction_start_miami_florida,1,2,13,17,2,2,2026-06-20,2026-07-01,7,11,100,90,100,50,Persistent Signal,최근 30일 중 11일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,disposition,transaction_market,Miami / Florida,transaction_market_disposition_miami_florida,1,1,7,11,2,2,2026-06-04,2026-07-01,7,11,100,90,100,50,Persistent Signal,최근 30일 중 11일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,joint_venture,institutional_capital,New York City / New York,institutional_capital_joint_venture_new_york_city_new_york,0,0,6,13,3,5,2026-06-07,2026-06-30,5,12,100,90,86,100,Persistent Signal,최근 30일 중 12일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,refinancing,capital_markets,Other / Unknown,capital_markets_refinancing_other_unknown,0,0,8,21,2,4,2026-05-27,2026-06-30,5,14,100,90,86,100,Persistent Signal,최근 30일 중 14일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,refinancing,capital_markets,Florida,capital_markets_refinancing_florida,0,0,3,8,1,2,2026-05-29,2026-06-29,3,8,100,70,72,50,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,effective_rent_growth,supply_demand,National,supply_demand_effective_rent_growth_national,2,3,27,94,4,6,2026-05-27,2026-07-01,7,28,100,67,100,100,Persistent Signal,최근 30일 중 28일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Development Strategy,other,Washington DC,other_development_strategy_washington_dc,0,0,4,8,1,1,2026-06-13,2026-06-30,4,8,100,65,86,25,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Rent Growth Signal,research_data,Los Angeles / California,research_data_rent_growth_signal_los_angeles_california,0,0,5,9,1,1,2026-06-13,2026-06-30,5,9,100,65,86,25,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Supply / Starts Signal,other,Los Angeles / California,other_supply_starts_signal_los_angeles_california,0,0,5,16,1,1,2026-06-04,2026-06-29,5,16,100,65,72,25,Persistent Signal,최근 30일 중 16일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,acquisition,transaction_market,Houston / Texas,transaction_market_acquisition_houston_texas,0,0,1,8,1,3,2026-06-01,2026-06-25,1,8,100,65,16,75,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,acquisition,development_pipeline,Miami / Florida,development_pipeline_acquisition_miami_florida,0,0,1,11,1,2,2026-06-01,2026-06-25,1,11,100,65,16,50,Persistent Signal,최근 30일 중 11일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,joint_venture,institutional_capital,Other / Unknown,institutional_capital_joint_venture_other_unknown,0,0,5,14,2,4,2026-05-27,2026-06-30,4,11,100,65,86,100,Persistent Signal,최근 30일 중 11일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,joint_venture,institutional_capital,Riverside / California,institutional_capital_joint_venture_riverside_california,1,1,10,14,3,5,2026-06-01,2026-07-01,7,10,100,65,100,100,Persistent Signal,최근 30일 중 10일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,lender_activity,institutional_capital,Other / Unknown,institutional_capital_lender_activity_other_unknown,0,0,1,15,1,3,2026-05-27,2026-06-30,1,6,100,65,86,75,Persistent Signal,최근 30일 중 6일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,refinancing,capital_markets,New York City / New York,capital_markets_refinancing_new_york_city_new_york,1,1,3,9,2,3,2026-06-05,2026-07-01,3,9,100,65,100,75,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,stabilization,development_pipeline,New York City / New York,development_pipeline_stabilization_new_york_city_new_york,1,1,8,10,3,3,2026-06-08,2026-07-01,5,7,100,65,100,75,Persistent Signal,최근 30일 중 7일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Development Strategy,gp_activity,Other / Unknown,gp_activity_development_strategy_other_unknown,2,2,8,29,2,2,2026-05-27,2026-07-01,7,28,100,63,100,50,Persistent Signal,최근 30일 중 28일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,construction_financing,capital_markets,New York City / New York,capital_markets_construction_financing_new_york_city_new_york,1,1,8,16,3,4,2026-06-08,2026-07-01,5,12,100,63,100,100,Persistent Signal,최근 30일 중 12일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,effective_rent_growth,supply_demand,Other / Unknown,supply_demand_effective_rent_growth_other_unknown,3,6,37,157,3,5,2026-05-27,2026-07-01,7,28,100,58,100,100,Persistent Signal,최근 30일 중 28일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Developer Strategy,gp_activity,Atlanta / Georgia,gp_activity_developer_strategy_atlanta_georgia,1,1,7,28,1,1,2026-06-01,2026-07-01,7,28,100,57,100,25,Persistent Signal,최근 30일 중 28일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Macro & Financing,macro_financing,Other / Unknown,macro_financing_macro_financing_other_unknown,2,3,21,69,2,2,2026-06-08,2026-07-01,7,23,100,57,100,50,Persistent Signal,최근 30일 중 23일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,recapitalization,capital_markets,California,capital_markets_recapitalization_california,1,1,7,29,1,2,2026-05-27,2026-07-01,7,28,100,57,100,50,Persistent Signal,최근 30일 중 28일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,supply_pressure,supply_demand,Other / Unknown,supply_demand_supply_pressure_other_unknown,1,2,14,56,1,1,2026-05-27,2026-07-01,7,28,100,57,100,25,Persistent Signal,최근 30일 중 28일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,disposition,development_pipeline,California,development_pipeline_disposition_california,1,1,8,23,2,4,2026-06-10,2026-07-01,7,21,100,56,100,100,Persistent Signal,최근 30일 중 21일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Development Strategy,gp_activity,National,gp_activity_development_strategy_national,1,2,14,58,1,3,2026-05-27,2026-07-01,7,28,100,53,100,75,Persistent Signal,최근 30일 중 28일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,refinancing,capital_markets,Atlanta / Georgia,capital_markets_refinancing_atlanta_georgia,0,0,3,23,1,4,2026-06-01,2026-06-29,3,20,100,50,72,100,Persistent Signal,최근 30일 중 20일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,delivery,development_pipeline,Other / Unknown,development_pipeline_delivery_other_unknown,1,2,15,73,2,4,2026-05-27,2026-07-01,7,28,100,45,100,100,Persistent Signal,최근 30일 중 28일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,disposition,transaction_market,California,transaction_market_disposition_california,1,1,7,32,1,3,2026-05-27,2026-07-01,7,28,100,45,100,75,Persistent Signal,최근 30일 중 28일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,public_subsidy,gp_activity,California,gp_activity_public_subsidy_california,0,0,5,21,1,1,2026-06-08,2026-06-29,5,21,100,43,72,25,Persistent Signal,최근 30일 중 21일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Rent Growth Signal,other,Los Angeles / California,other_rent_growth_signal_los_angeles_california,0,0,5,17,1,1,2026-06-06,2026-06-30,5,15,100,39,86,25,Persistent Signal,최근 30일 중 15일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,disposition,transaction_market,Other / Unknown,transaction_market_disposition_other_unknown,1,2,3,14,1,2,2026-05-27,2026-07-01,2,11,100,34,100,50,Persistent Signal,최근 30일 중 11일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,disposition,transaction_market,Los Angeles / California,transaction_market_disposition_los_angeles_california,1,1,3,16,3,3,2026-06-01,2026-07-01,2,15,100,34,100,75,Persistent Signal,최근 30일 중 15일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,planning_commission,development_pipeline,Los Angeles / California,development_pipeline_planning_commission_los_angeles_california,1,1,2,10,1,1,2026-06-01,2026-07-01,2,7,100,30,100,25,Persistent Signal,최근 30일 중 7일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,refinancing,capital_markets,Dallas / Texas,capital_markets_refinancing_dallas_texas,0,0,1,8,1,4,2026-06-11,2026-06-25,1,8,100,30,16,100,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,construction_financing,capital_markets,Miami / Florida,capital_markets_construction_financing_miami_florida,0,0,5,45,2,5,2026-06-01,2026-06-29,5,26,100,22,72,100,Persistent Signal,최근 30일 중 26일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,entitlement,development_pipeline,Other / Unknown,development_pipeline_entitlement_other_unknown,0,0,1,10,1,4,2026-06-04,2026-06-25,1,10,100,20,16,100,Persistent Signal,최근 30일 중 10일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,disposition,development_pipeline,Phoenix / Arizona,development_pipeline_disposition_phoenix_arizona,0,0,1,13,1,3,2026-06-13,2026-06-25,1,12,100,16,16,75,Persistent Signal,최근 30일 중 12일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Rent Growth Signal,research_data,California,research_data_rent_growth_signal_california,0,0,3,7,1,1,2026-06-04,2026-06-27,3,7,98,90,44,25,Persistent Signal,최근 30일 중 7일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,delivery,development_pipeline,Miami / Florida,development_pipeline_delivery_miami_florida,1,1,7,7,1,1,2026-06-25,2026-07-01,7,7,98,65,100,25,Persistent Signal,최근 30일 중 7일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,refinancing,capital_markets,New York,capital_markets_refinancing_new_york,0,0,3,7,1,3,2026-05-27,2026-06-29,3,7,98,65,72,75,Persistent Signal,최근 30일 중 7일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,acquisition,transaction_market,New York,transaction_market_acquisition_new_york,0,0,1,7,1,4,2026-05-27,2026-06-26,1,7,98,23,30,100,Persistent Signal,최근 30일 중 7일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,reit_activity,institutional_capital,Riverside / California,institutional_capital_reit_activity_riverside_california,1,1,11,11,2,2,2026-06-26,2026-07-01,6,6,94,65,100,50,Persistent Signal,최근 30일 중 6일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,acquisition,transaction_market,California,transaction_market_acquisition_california,0,0,3,9,3,4,2026-05-27,2026-06-30,2,6,90,40,86,100,Persistent Signal,최근 30일 중 6일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,refinancing,capital_markets,Houston / Texas,capital_markets_refinancing_houston_texas,0,0,6,7,3,4,2026-06-23,2026-06-29,5,6,86,90,72,100,Persistent Signal,최근 30일 중 6일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,acquisition,transaction_market,Miami / Florida,transaction_market_acquisition_miami_florida,1,1,6,7,3,4,2026-06-15,2026-07-01,5,6,86,65,100,100,Persistent Signal,최근 30일 중 6일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,disposition,development_pipeline,Other / Unknown,development_pipeline_disposition_other_unknown,0,0,1,7,1,2,2026-05-31,2026-06-30,1,6,86,20,86,50,Persistent Signal,최근 30일 중 6일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,Supply & Demand,gp_activity,Other / Unknown,gp_activity_supply_demand_other_unknown,0,0,1,6,1,4,2026-05-31,2026-06-30,1,6,84,65,86,100,Persistent Signal,최근 30일 중 6일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-01,20260701-000701-05607635,construction_financing,capital_markets,New York,capital_markets_construction_financing_new_york,2,2,3,7,3,4,2026-05-27,2026-07-01,2,5,74,70,100,100,Persistent Signal,최근 30일 중 5일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
