run_date,run_id,raw_entity,canonical_entity,entity_type,alias_matched,confidence_score,source_file,occurrence_count,notes
2026-08-07,20260807-014227-b7016404,Abanca Bank,Abanca Bank,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Abanca Bank,Abanca Bank,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Arcus Real Estate Capital,Arcus Real Estate Capital,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Arcus Real Estate Capital,Arcus Real Estate Capital,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Arizona,Arizona,Market / Region,,40,regional_intelligence.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Atlanta Student Housing Project Radnor Property Group,Atlanta Student Housing Project Radnor Property Group,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Atlanta Student Housing Project Radnor Property Group,Atlanta Student Housing Project Radnor Property Group,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Bascom Group,Bascom Group,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Bascom Group,Bascom Group,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Bascom Group,Bascom Group,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Bascom Group,Bascom Group,Developer / GP,,40,relationship_graph.csv,2,weak match / needs review
2026-08-07,20260807-014227-b7016404,Bridge Investment Group,Bridge Investment Group,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Bridge Investment Group,Bridge Investment Group,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Bridge Investment Group,Bridge Investment Group,Developer / GP,,40,institutional_relationships.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,Bridge Investment Group,Bridge Investment Group,Developer / GP,,40,relationship_graph.csv,4,weak match / needs review
2026-08-07,20260807-014227-b7016404,CIM Group,CIM Group,Developer / GP,,40,deal_pipeline.csv,1,weak match / needs review
2026-08-07,20260807-014227-b7016404,CIM Group,CIM Group,Developer / GP,,40,gp_intelligence.csv,1,weak match / needs review
