run_date,run_id,signal_name,signal_category,market,normalized_signal_key,source_count_today,article_count_today,article_count_7d,article_count_30d,source_count_7d,source_count_30d,first_seen_date,last_seen_date,days_observed_7d,days_observed_30d,persistence_score,momentum_score,freshness_score,diversity_score,memory_status,memory_reason
2026-06-22,20260622-001313-0c1b6c9b,Macro & Financing,gp_activity,Other / Unknown,gp_activity_macro_financing_other_unknown,1,1,7,10,1,1,2026-06-13,2026-06-22,7,10,100,90,100,25,Persistent Signal,최근 30일 중 10일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-22,20260622-001313-0c1b6c9b,Rent Growth Signal,other,Los Angeles / California,other_rent_growth_signal_los_angeles_california,1,2,6,11,1,1,2026-06-06,2026-06-22,4,9,100,90,100,25,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-22,20260622-001313-0c1b6c9b,construction_financing,capital_markets,Miami / Florida,capital_markets_construction_financing_miami_florida,1,3,20,40,3,5,2026-06-01,2026-06-22,7,21,100,90,100,100,Persistent Signal,최근 30일 중 21일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-22,20260622-001313-0c1b6c9b,disposition,transaction_market,Other / Unknown,transaction_market_disposition_other_unknown,1,1,5,14,2,2,2026-05-27,2026-06-22,4,11,100,90,100,50,Persistent Signal,최근 30일 중 11일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-22,20260622-001313-0c1b6c9b,disposition,development_pipeline,Phoenix / Arizona,development_pipeline_disposition_phoenix_arizona,1,1,8,11,2,3,2026-06-13,2026-06-22,7,10,100,90,100,75,Persistent Signal,최근 30일 중 10일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-22,20260622-001313-0c1b6c9b,entitlement,development_pipeline,Other / Unknown,development_pipeline_entitlement_other_unknown,1,1,4,9,1,4,2026-06-04,2026-06-22,4,9,100,90,100,100,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-22,20260622-001313-0c1b6c9b,construction_financing,capital_markets,Other / Unknown,capital_markets_construction_financing_other_unknown,1,1,8,19,4,4,2026-06-01,2026-06-22,7,17,100,74,100,100,Persistent Signal,최근 30일 중 17일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-22,20260622-001313-0c1b6c9b,Development Strategy,gp_activity,New York City / New York,gp_activity_development_strategy_new_york_city_new_york,0,0,3,10,1,2,2026-06-04,2026-06-18,2,9,100,70,44,50,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-22,20260622-001313-0c1b6c9b,acquisition,transaction_market,New York City / New York,transaction_market_acquisition_new_york_city_new_york,1,2,7,10,2,2,2026-06-05,2026-06-22,4,7,100,65,100,50,Persistent Signal,최근 30일 중 7일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-06-22,20260622-001313-0c1b6c9b,bridge_loan,capital_markets,Florida,capital_markets_bridge_loan_florida,1,1,4,9,1,2,2026-05-27,2026-06-22,4,9,100,65,100,50,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
