run_date,run_id,canonical_article_id,related_canonical_article_ids,primary_display_section,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,article_integrity_status,access_status,extracted_city,extracted_state,extracted_market_reason,gp_name,canonical_gp_name,lead_entity,counterparties,entity_extraction_method,entity_extraction_confidence,entity_extraction_reason,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,residential_sector,activity_type,market_focus,source_categories,source_platform_types,article_count,average_relevance_score,institutional_signal_strength,growth_or_defensive_signal,likely_strategy,potential_implication_for_woomi,recommended_follow_up,strategic_priority_label
2026-07-31,20260731-000252-c95dc796,art_7438a086f07fb98d,art_7438a086f07fb98d,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,New York City,New York,matched city/metro keyword: New York City,Delshah Capital,Delshah Capital,Delshah Capital,Multifamily Upper West Side Investments; Sales Delshah Capital; Quality Capital,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,address/street: 16 manhattan avenue,medium,Project / Asset,Apartment,acquisition; disposition / exit; operational technology / AI adoption,New York City / New York,Core Multifamily News,Other,1,85.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_752097260fe40f29,art_752097260fe40f29,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,Florida,matched state keyword: Florida,Lenox West Capital,Lenox West Capital,Lenox West Capital,JLL; Stellar Communities,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 201-unit; site/parcel signal: site; project/asset term: development; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,BTR / Single-Family Rental,refinancing; BTR expansion; JV / partnership; operational technology / AI adoption,Florida,Core Multifamily News,Other,1,100.0,73,Defensive Capital Preservation,BTR growth strategy,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_03e554735dbfbc0b,art_03e554735dbfbc0b,GP / Capital Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Miami,Florida,matched city/metro keyword: Miami,Madison Realty Capital,Madison Realty Capital,Madison Realty Capital,Baron Property Group; Mike Boyd Baron Property Group; Hialeah Apartment Community Baron Property Group,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Mixed-Use Residential,refinancing; operational technology / AI adoption,Miami / Florida,Site / Parcel Source Expansion,Other,1,99.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_311fcf6b66f19981,art_311fcf6b66f19981,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Phoenix,Arizona,matched city/metro keyword: Phoenix,Mesa West Capital,Mesa West Capital,Mesa West Capital,Walker & Dunlop,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 330-unit; project/asset term: community,high,Project Financing / Capital Event,Apartment,acquisition; refinancing; JV / partnership; capital raise; operational technology / AI adoption,Phoenix / Arizona,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_120b790785971abe,art_120b790785971abe,Development Activity,acceptable_repeat,2026-07-29,2026-07-31,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,Miami,Florida,matched city/metro keyword: Miami,Northlink Capital,Northlink Capital,Northlink Capital,Miami Condo Project Arrow Real Estate Advisors,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 222-unit; address/street: 7200 collins avenue; project/asset term: project; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Apartment,refinancing; operational technology / AI adoption,Miami / Florida,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_b4db0153adde2c8e,art_b4db0153adde2c8e,Development Activity,repeat_penalized,2026-07-21,2026-07-31,10,recent_4_14d,recent,published date parsed; article age 10 day(s),55,valid,open,Phoenix,Arizona,matched city/metro keyword: Phoenix,PCCP,PCCP,PCCP,Phoenix Capital Management,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 236-unit; address/street: 4353 e. elliot road; project/asset term: community,high,Project Financing / Capital Event,Apartment,refinancing; JV / partnership; operational technology / AI adoption,Phoenix / Arizona,Site / Parcel Source Expansion,Other,1,88.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_059624062bab0f2c,art_059624062bab0f2c,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Atlanta,Georgia,matched city/metro keyword: Atlanta,Raleigh Community Partners,Raleigh Community Partners,Raleigh Community Partners,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 200-unit; project/asset term: development,high,Project / Asset,Affordable Housing,JV / partnership; operational technology / AI adoption,Atlanta / Georgia,Site / Parcel Source Expansion,Other,1,100.0,73,Operational Optimization,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_ac35b9df5b5932a3,art_ac35b9df5b5932a3,GP / Capital Activity,acceptable_repeat,2026-07-29,2026-07-31,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,,Colorado,matched state keyword: Colorado,UDR,UDR,UDR,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Apartment,refinancing; operational technology / AI adoption,Colorado,Core Multifamily News,Other,1,74.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_311fcf6b66f19981,art_311fcf6b66f19981,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Phoenix,Arizona,matched city/metro keyword: Phoenix,Walker & Dunlop,Walker & Dunlop,Walker & Dunlop,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 330-unit; project/asset term: community,high,Project Financing / Capital Event,Apartment,acquisition; refinancing; JV / partnership; capital raise; operational technology / AI adoption,Phoenix / Arizona,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_000e52b0f51791f2,art_000e52b0f51791f2,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,New York,matched state keyword: New York,BFC Partners,BFC Partners,BFC Partners,Goldman Sachs Group; Syracuse Affordable Housing Overhaul Residential; Construction Financing Goldman Sachs Group; SAA Canopy Group; Courtesy BFC Partners,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,project/asset term: development; project financing tied to anchor: construction financing,high,Project Financing / Capital Event,Affordable Housing,refinancing; JV / partnership,New York,Core Multifamily News,Other,1,90.0,63,Defensive Capital Preservation,stable platform monitoring,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_6b9acb523935086a,art_6b9acb523935086a,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,San Francisco,California,matched city/metro keyword: San Francisco,Berkadia,Berkadia,Berkadia,South San Francisco Bell Partners; Sares Regis Group,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 195-unit; address/street: 401 cypress ave; project/asset term: community,high,Project / Asset,Apartment,acquisition; disposition / exit; JV / partnership,San Francisco / California,Site / Parcel Source Expansion,Other,1,100.0,63,Defensive Capital Preservation,selective multifamily acquisition,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_cbc4274e10148c25,art_cbc4274e10148c25,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),88,valid,access_limited,,,"no city, state, or market keyword detected",Brookfield,Brookfield,Brookfield,,,,,True,address/street: 690 concar drive; execution milestone: proposed; project/asset term: project,high,Approval / Entitlement,Apartment,entitlement,Other / Unknown,Regional / California / LA Sources,Other,1,100.0,63,Selective Expansion,California entitlement positioning,benchmark underwriting assumptions,monitor only,Immediate Watch
2026-07-31,20260731-000252-c95dc796,art_be4153d0703e01ca,art_be4153d0703e01ca,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,New York,matched state keyword: New York,Fannie Mae,Fannie Mae,Fannie Mae,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 94-unit; project/asset term: community,high,Project Financing / Capital Event,Multifamily,refinancing; market expansion,New York,Site / Parcel Source Expansion,Other,1,95.0,63,Defensive Capital Preservation,stable platform monitoring,capital market sentiment indicator,track refinancing pipeline,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_28f6ab6b419075f8,art_28f6ab6b419075f8,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,,"no city, state, or market keyword detected",Freddie Mac,Freddie Mac,Freddie Mac,Indianapolis Asset Residential; GE Capital,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,address/street: 500 bigleaf maple way; project/asset term: apartments,high,Project / Asset,Apartment,acquisition; refinancing,Other / Unknown,Core Multifamily News,Other,1,100.0,63,Defensive Capital Preservation,selective multifamily acquisition,pricing discovery reference,track refinancing pipeline,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_be4153d0703e01ca,art_be4153d0703e01ca,Development Activity,new_or_fresh,2026-07-30,2026-07-31,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,New York,matched state keyword: New York,Greystone,Greystone,Greystone,Fannie Mae,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 94-unit; project/asset term: community,high,Project Financing / Capital Event,Multifamily,refinancing; market expansion,New York,Site / Parcel Source Expansion,Other,1,95.0,63,Defensive Capital Preservation,stable platform monitoring,capital market sentiment indicator,track refinancing pipeline,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_3eb3fffa01477ebf,art_3eb3fffa01477ebf,GP / Capital Activity,repeat_penalized,2026-07-28,2026-07-31,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),58,valid,access_limited,Miami,Florida,matched city/metro keyword: Miami,WealthManagement Real Estate,WealthManagement Real Estate,WealthManagement Real Estate,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Multifamily,acquisition,Miami / Florida,Institutional Real Estate / Capital Markets,Other,1,71.0,63,Aggressive Expansion,selective multifamily acquisition,pricing discovery reference,review institutional pricing signals,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_0b65ea27742b0ffc,art_0b65ea27742b0ffc,Development Activity,repeat_penalized,2026-07-24,2026-07-31,7,fresh_0_3d,fresh,published date parsed; article age 7 day(s),58,valid,open,Atlanta,Georgia,matched city/metro keyword: Atlanta,Atlanta Student Housing Project Radnor Property Group,Atlanta Student Housing Project Radnor Property Group,Atlanta Student Housing Project Radnor Property Group,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 305-unit; project/asset term: project; project financing tied to anchor: construction financing,high,Project Financing / Capital Event,Student Housing,disposition / exit; operational technology / AI adoption,Atlanta / Georgia,Site / Parcel Source Expansion,Other,1,88.0,61,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_2f3c5240449bcee3,art_2f3c5240449bcee3,Development Activity,repeat_penalized,2026-07-21,2026-07-31,10,recent_4_14d,recent,published date parsed; article age 10 day(s),55,valid,open,Phoenix,Arizona,matched city/metro keyword: Phoenix,Crescent Communities,Crescent Communities,Crescent Communities,,,,,True,unit/site count: 248-unit; site/parcel signal: site; project/asset term: development,high,Project / Asset,Apartment,operational technology / AI adoption,Phoenix / Arizona,Site / Parcel Source Expansion,Other,1,85.0,61,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_c90d514717f8691f,art_c90d514717f8691f,Development Activity,acceptable_repeat,2026-07-27,2026-07-31,4,fresh_0_3d,fresh,published date parsed; article age 4 day(s),70,valid,open,Riverside,California,matched city/metro keyword: Riverside,Elme Communities,Elme Communities,Elme Communities,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 222-unit; project/asset term: apartments,high,Project / Asset,Apartment,disposition / exit; market expansion; operational technology / AI adoption,Riverside / California,Core Multifamily News,Other,1,76.0,61,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_a8b6065355050135,art_a8b6065355050135,Development Activity,repeat_penalized,2026-07-28,2026-07-31,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),58,valid,access_limited,,,used broad market bucket: Southeast,Trammell Crow Residential,Trammell Crow Residential,Trammell Crow Residential,,,,,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Apartment,operational technology / AI adoption,Southeast,Regional / California / LA Sources,Other,1,99.0,61,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-07-31,20260731-000252-c95dc796,art_123681598a7a7b72,art_123681598a7a7b72,Market Intelligence,acceptable_repeat,2026-07-29,2026-07-31,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,Los Angeles,California,matched city/metro keyword: Los Angeles,UCLA Anderson Forecast California Commercial Real Estate,UCLA Anderson Forecast California Commercial Real Estate,UCLA Anderson Forecast California Commercial Real Estate,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,General Residential,operational technology / AI adoption,Los Angeles / California,Regional / California / LA Sources,Other,1,60.0,56,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
