run_date,run_id,signal_name,signal_category,market,normalized_signal_key,source_count_today,article_count_today,article_count_7d,article_count_30d,source_count_7d,source_count_30d,first_seen_date,last_seen_date,days_observed_7d,days_observed_30d,persistence_score,momentum_score,freshness_score,diversity_score,memory_status,memory_reason
2026-07-12,20260712-235518-9da73cee,Macro & Financing,macro_financing,Los Angeles / California,macro_financing_macro_financing_los_angeles_california,1,1,7,8,2,3,2026-07-02,2026-07-12,6,7,100,90,100,75,Persistent Signal,최근 30일 중 7일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-12,20260712-235518-9da73cee,acquisition,transaction_market,California,transaction_market_acquisition_california,1,1,4,12,2,4,2026-05-27,2026-07-12,4,9,100,90,100,100,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-12,20260712-235518-9da73cee,acquisition,transaction_market,New York,transaction_market_acquisition_new_york,2,2,5,10,2,3,2026-05-27,2026-07-12,4,9,100,90,100,75,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-12,20260712-235518-9da73cee,construction_financing,capital_markets,Miami / Florida,capital_markets_construction_financing_miami_florida,3,4,19,58,5,5,2026-06-01,2026-07-12,6,25,100,90,100,100,Persistent Signal,최근 30일 중 25일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-12,20260712-235518-9da73cee,construction_financing,capital_markets,New York City / New York,capital_markets_construction_financing_new_york_city_new_york,2,2,9,24,3,5,2026-06-08,2026-07-12,4,15,100,90,100,100,Persistent Signal,최근 30일 중 15일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-12,20260712-235518-9da73cee,entitlement,development_pipeline,Other / Unknown,development_pipeline_entitlement_other_unknown,1,1,6,12,5,5,2026-06-04,2026-07-12,5,11,100,90,100,100,Persistent Signal,최근 30일 중 11일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-12,20260712-235518-9da73cee,permit,development_pipeline,Other / Unknown,development_pipeline_permit_other_unknown,1,1,4,8,2,2,2026-05-27,2026-07-12,4,8,100,90,100,50,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-12,20260712-235518-9da73cee,refinancing,capital_markets,Florida,capital_markets_refinancing_florida,1,1,3,8,1,2,2026-05-29,2026-07-12,3,8,100,90,100,50,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-12,20260712-235518-9da73cee,joint_venture,institutional_capital,Other / Unknown,institutional_capital_joint_venture_other_unknown,1,2,6,17,4,4,2026-05-27,2026-07-12,3,12,100,70,100,100,Persistent Signal,최근 30일 중 12일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-12,20260712-235518-9da73cee,Development Strategy,gp_activity,Los Angeles / California,gp_activity_development_strategy_los_angeles_california,1,1,4,13,1,2,2026-06-18,2026-07-12,4,9,100,65,100,50,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-12,20260712-235518-9da73cee,acquisition,transaction_market,Los Angeles / California,transaction_market_acquisition_los_angeles_california,1,1,6,9,2,3,2026-06-04,2026-07-12,5,8,100,65,100,75,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
