run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,source_entity,canonical_source_entity,source_entity_type,target_entity,canonical_target_entity,target_entity_type,relationship_type,market,deal_type,evidence_article_title,url,relationship_strength_score,entity_resolution_confidence,canonical_relationship_event_count,relationship_repeat_strength,confirmed_multi_source_relationship,woomi_strategic_relevance,recommended_follow_up
2026-07-21,20260721-235812-d647c3c5,PRJ-20260721-0042,"Acquisition - California - Berkadia Arranges $35.5M Sale of Two Multifamily Properties in Castro Valley, California",100,Berkadia,Berkadia,Developer / GP,berkadia,Berkadia,Lender / Debt Provider,Financing Relationship,California,Acquisition,Original Developer Trades Castro Valley Multifamily Duo,https://www.connectcre.com/stories/original-developer-trades-castro-valley-multifamily-duo/,100,75,1,100,No,Relevant to LA / California strategy,Track GP relationship history
2026-07-21,20260721-235812-d647c3c5,PRJ-20260721-0042,"Acquisition - California - Berkadia Arranges $35.5M Sale of Two Multifamily Properties in Castro Valley, California",100,Berkadia,Berkadia,Developer / GP,freddie mac,Freddie Mac,Lender / Debt Provider,Financing Relationship,California,Acquisition,"Berkadia Arranges $35.5M Sale of Two Multifamily Properties in Castro Valley, California",https://rebusinessonline.com/berkadia-arranges-35-5m-sale-of-two-multifamily-properties-in-castro-valley-california/,100,75,1,100,No,Relevant to LA / California strategy,Track GP relationship history
2026-07-21,20260721-235812-d647c3c5,PRJ-20260721-0100,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",100,AvalonBay,AvalonBay,Developer / GP,cushman,cushman,Lender / Debt Provider,Financing Relationship,Miami / Florida,Acquisition,"Avalon Bay Planning Apartments, Retail in South Miami",https://www.connectcre.com/stories/avalon-bay-planning-apartments-retail-in-south-miami/,98,40,1,98,No,Relevant to capital markets monitoring,Track GP relationship history
2026-07-21,20260721-235812-d647c3c5,PRJ-20260721-0042,"Acquisition - California - Berkadia Arranges $35.5M Sale of Two Multifamily Properties in Castro Valley, California",100,Berkadia,Berkadia,Developer / GP,"Acquisition - California - Berkadia Arranges $35.5M Sale of Two Multifamily Properties in Castro Valley, California",Berkadia,Project / Deal,Acquisition / Buyer,California,Acquisition,"Berkadia Arranges $35.5M Sale of Two Multifamily Properties in Castro Valley, California",https://rebusinessonline.com/berkadia-arranges-35-5m-sale-of-two-multifamily-properties-in-castro-valley-california/,98,60,1,98,No,Relevant to LA / California strategy,Track GP relationship history
2026-07-21,20260721-235812-d647c3c5,PRJ-20260721-0042,"Acquisition - California - Berkadia Arranges $35.5M Sale of Two Multifamily Properties in Castro Valley, California",100,Berkadia,Berkadia,Developer / GP,Acquisition - California - Original Developer Trades Castro Valley Multifamily Duo,California,Project / Deal,Acquisition / Buyer,California,Acquisition,Original Developer Trades Castro Valley Multifamily Duo,https://www.connectcre.com/stories/original-developer-trades-castro-valley-multifamily-duo/,98,60,1,98,No,Relevant to LA / California strategy,Track GP relationship history
2026-07-21,20260721-235812-d647c3c5,PRJ-20260721-0042,"Acquisition - California - Berkadia Arranges $35.5M Sale of Two Multifamily Properties in Castro Valley, California",100,Berkadia,Berkadia,Developer / GP,California,California,Market / Region,Acquisition / Buyer,California,Acquisition,"Berkadia Arranges $35.5M Sale of Two Multifamily Properties in Castro Valley, California",https://rebusinessonline.com/berkadia-arranges-35-5m-sale-of-two-multifamily-properties-in-castro-valley-california/,98,100,1,98,No,Relevant to LA / California strategy,Track GP relationship history
2026-07-21,20260721-235812-d647c3c5,PRJ-20260721-0042,"Acquisition - California - Berkadia Arranges $35.5M Sale of Two Multifamily Properties in Castro Valley, California",100,Berkadia,Berkadia,Developer / GP,California,California,Market / Region,Acquisition / Buyer,California,Acquisition,Original Developer Trades Castro Valley Multifamily Duo,https://www.connectcre.com/stories/original-developer-trades-castro-valley-multifamily-duo/,98,100,1,98,No,Relevant to LA / California strategy,Track GP relationship history
2026-07-21,20260721-235812-d647c3c5,PRJ-20260721-0100,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",100,AvalonBay,AvalonBay,Developer / GP,avalonbay,avalonbay,Institutional Capital,Acquisition / Buyer,Miami / Florida,Acquisition,"Avalon Bay Planning Apartments, Retail in South Miami",https://www.connectcre.com/stories/avalon-bay-planning-apartments-retail-in-south-miami/,96,40,1,96,No,General market intelligence,Track GP relationship history
2026-07-21,20260721-235812-d647c3c5,PRJ-20260721-0047,JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,100,JPI,JPI,Developer / GP,California,California,Market / Region,JV / Partnership,California,JV / Partnership,Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,https://la.urbanize.city/post/mixed-use-building-rises-450-promenade-n-downtown-long-beach,95,40,1,95,No,High relevance to Woomi partnership strategy,Review potential JV relevance
2026-07-21,20260721-235812-d647c3c5,PRJ-20260721-0047,JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,100,JPI,JPI,Developer / GP,JV / Partnership - California - Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,California,Project / Deal,JV / Partnership,California,JV / Partnership,Mixed-use building rises at 450 The Promenade N. in Downtown Long Beach,https://la.urbanize.city/post/mixed-use-building-rises-450-promenade-n-downtown-long-beach,95,40,1,95,No,High relevance to Woomi partnership strategy,Review potential JV relevance
