run_date,run_id,canonical_article_id,related_canonical_article_ids,primary_display_section,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,article_integrity_status,access_status,extracted_city,extracted_state,extracted_market_reason,gp_name,canonical_gp_name,lead_entity,counterparties,entity_extraction_method,entity_extraction_confidence,entity_extraction_reason,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,residential_sector,activity_type,market_focus,source_categories,source_platform_types,article_count,average_relevance_score,institutional_signal_strength,growth_or_defensive_signal,likely_strategy,potential_implication_for_woomi,recommended_follow_up,strategic_priority_label
2026-09-25,20260925-011011-837bf40e,art_c3a0b5042b4092ae,art_c3a0b5042b4092ae; art_5e74f9e2f85b4981; art_df324fd11a8bf2c5; art_7a63e557d422bdd8; art_186d3bd64e86f4a2; art_3d7f5b00c8495014; art_e9c33bec7caaed9c; art_12b8db838929f833,Development Activity,new_or_fresh,2026-09-24,2026-09-25,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Austin,Texas,matched city/metro keyword: Austin,Marcus & Millichap,Marcus & Millichap,Marcus & Millichap,MMCC; Millichap Capital; Institutional Property Advisors,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 39-unit; project/asset term: apartments,high,Project / Asset,Apartment,acquisition; disposition / exit; refinancing; BTR expansion; operational technology / AI adoption,California,Core Multifamily News; Regional / California / LA Sources; Site / Parcel Source Expansion,Other,8,87.8,100,Defensive Capital Preservation,BTR growth strategy,capital market sentiment indicator,track refinancing pipeline,Immediate Watch
2026-09-25,20260925-011011-837bf40e,art_a935f71593e51850,art_bdb55363e81b79f1; art_a935f71593e51850,Development Activity,new_or_fresh,2026-09-24,2026-09-25,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Nashville,Tennessee,matched city/metro keyword: Nashville,Freddie Mac,Freddie Mac,Freddie Mac,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 228-unit; address/street: 841 cowan road; execution milestone: breaks ground; project/asset term: development,high,Construction Start,Apartment,acquisition; refinancing; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,2,80.0,99,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-25,20260925-011011-837bf40e,art_e31ff30725cfa367,art_0c6d673e1827b183; art_e31ff30725cfa367,GP / Capital Activity,acceptable_repeat,2026-09-21,2026-09-25,4,fresh_0_3d,fresh,published date parsed; article age 4 day(s),70,valid,open,Miami,Florida,matched city/metro keyword: Miami,Berkadia,Berkadia,Berkadia,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Apartment,refinancing; operational technology / AI adoption,Miami / Florida,Site / Parcel Source Expansion,Other,2,79.5,89,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-25,20260925-011011-837bf40e,art_adb536ee328fb761,art_adb536ee328fb761; art_1cf8394f2dd4c25c,Development Activity,new_or_fresh,2026-09-24,2026-09-25,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,,used broad market bucket: Sun Belt,JLL,JLL,JLL,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 294-unit; project/asset term: community,high,Project / Asset,Apartment,acquisition; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,Sun Belt,Core Multifamily News; Site / Parcel Source Expansion,Other,2,100.0,89,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-09-25,20260925-011011-837bf40e,art_63801b77d7235bb0,art_63801b77d7235bb0,GP / Capital Activity,acceptable_repeat,2026-09-21,2026-09-25,4,fresh_0_3d,fresh,published date parsed; article age 4 day(s),70,valid,open,,,used broad market bucket: California,Standard Real Estate Investments,Standard Real Estate Investments,Standard Real Estate Investments,Bell Partners,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Multifamily,acquisition; disposition / exit; JV / partnership; operational technology / AI adoption,California,Core Multifamily News,Other,1,91.0,83,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-09-25,20260925-011011-837bf40e,art_bdb55363e81b79f1,art_bdb55363e81b79f1,Development Activity,repeat_penalized,2026-09-01,2026-09-25,24,old_31d_plus,old,published date parsed; article age 24 day(s),5,valid,open,,California,matched state keyword: California,Tishman Speyer,Tishman Speyer,Tishman Speyer,Freddie Mac,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 376-unit; project/asset term: community,high,Project / Asset,Apartment,acquisition; refinancing; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,89.0,83,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-09-25,20260925-011011-837bf40e,art_058dd278581231bc,art_058dd278581231bc,Development Activity,repeat_penalized,2026-09-08,2026-09-25,17,old_31d_plus,old,published date parsed; article age 17 day(s),5,valid,open,,California,matched state keyword: California,WNC,WNC,WNC,,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,project/asset term: apartments,medium,Project / Asset,Affordable Housing,capital raise; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,100.0,83,Operational Optimization,operational efficiency push,competitive pressure indicator,review LA / California development activity,Immediate Watch
2026-09-25,20260925-011011-837bf40e,art_4ab68bace22f3b13,art_4ab68bace22f3b13,Development Activity,acceptable_repeat,2026-09-22,2026-09-25,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,valid,open,Austin,Texas,matched city/metro keyword: Austin,Equity Residential,Equity Residential,Equity Residential,Investor Group; Mike Boyd Investor Group,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 175-unit; project/asset term: project; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Senior Housing,refinancing; JV / partnership; operational technology / AI adoption,Austin / Texas,Site / Parcel Source Expansion,Other,1,91.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-09-25,20260925-011011-837bf40e,art_ba67caafb3c2114b,art_ba67caafb3c2114b,Development Activity,repeat_penalized,2026-09-23,2026-09-25,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),46,suspicious_duplicate,access_limited,,,used broad market bucket: Los Angeles / California,High Street Residential,High Street Residential,High Street Residential,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,address/street: 155 w. 6th st; site/parcel signal: site; project/asset term: project,high,Project / Asset,Mixed-Use Residential,JV / partnership; operational technology / AI adoption,Los Angeles / California,Regional / California / LA Sources,Other,1,100.0,73,Operational Optimization,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-09-25,20260925-011011-837bf40e,art_4ab68bace22f3b13,art_4ab68bace22f3b13,Development Activity,acceptable_repeat,2026-09-22,2026-09-25,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,valid,open,Austin,Texas,matched city/metro keyword: Austin,Housing Project North River Partners,Housing Project North River Partners,Housing Project North River Partners,Equity Residential; Investor Group; Mike Boyd Investor Group,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 175-unit; project/asset term: project; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Senior Housing,refinancing; JV / partnership; operational technology / AI adoption,Austin / Texas,Site / Parcel Source Expansion,Other,1,91.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
