run_date,run_id,signal_name,signal_category,market,normalized_signal_key,source_count_today,article_count_today,article_count_7d,article_count_30d,source_count_7d,source_count_30d,first_seen_date,last_seen_date,days_observed_7d,days_observed_30d,persistence_score,momentum_score,freshness_score,diversity_score,memory_status,memory_reason
2026-07-13,20260713-235520-9dd8478a,Macro & Financing,macro_financing,Los Angeles / California,macro_financing_macro_financing_los_angeles_california,1,1,7,9,2,3,2026-07-02,2026-07-13,6,8,100,90,100,75,Persistent Signal,최근 30일 중 8일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-13,20260713-235520-9dd8478a,acquisition,transaction_market,California,transaction_market_acquisition_california,0,0,4,12,2,4,2026-05-27,2026-07-12,4,9,100,90,86,100,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-13,20260713-235520-9dd8478a,acquisition,transaction_market,New York,transaction_market_acquisition_new_york,0,0,5,10,2,3,2026-05-27,2026-07-12,4,9,100,90,86,75,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-13,20260713-235520-9dd8478a,construction_financing,capital_markets,Miami / Florida,capital_markets_construction_financing_miami_florida,2,3,20,59,5,5,2026-06-01,2026-07-13,6,25,100,90,100,100,Persistent Signal,최근 30일 중 25일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-13,20260713-235520-9dd8478a,construction_financing,capital_markets,New York City / New York,capital_markets_construction_financing_new_york_city_new_york,1,1,10,25,3,5,2026-06-08,2026-07-13,5,16,100,90,100,100,Persistent Signal,최근 30일 중 16일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-13,20260713-235520-9dd8478a,entitlement,development_pipeline,Other / Unknown,development_pipeline_entitlement_other_unknown,0,0,5,12,4,5,2026-06-04,2026-07-12,4,11,100,90,86,100,Persistent Signal,최근 30일 중 11일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-13,20260713-235520-9dd8478a,joint_venture,institutional_capital,Other / Unknown,institutional_capital_joint_venture_other_unknown,1,1,7,17,4,4,2026-05-27,2026-07-13,4,12,100,90,100,100,Persistent Signal,최근 30일 중 12일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-13,20260713-235520-9dd8478a,acquisition,transaction_market,Miami / Florida,transaction_market_acquisition_miami_florida,1,2,12,24,3,5,2026-06-15,2026-07-13,6,17,100,70,100,100,Persistent Signal,최근 30일 중 17일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-13,20260713-235520-9dd8478a,refinancing,capital_markets,Other / Unknown,capital_markets_refinancing_other_unknown,0,0,3,16,3,3,2026-05-27,2026-07-09,2,11,100,70,44,75,Persistent Signal,최근 30일 중 11일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
2026-07-13,20260713-235520-9dd8478a,Development Strategy,gp_activity,Los Angeles / California,gp_activity_development_strategy_los_angeles_california,0,0,4,13,1,2,2026-06-18,2026-07-12,4,9,100,65,86,50,Persistent Signal,최근 30일 중 9일 관찰되었습니다. 다만 기사 기반 반복 관찰이므로 직접 투자 결론은 아닙니다.
