run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,source_entity,canonical_source_entity,source_entity_type,target_entity,canonical_target_entity,target_entity_type,relationship_type,market,deal_type,evidence_article_title,url,relationship_strength_score,entity_resolution_confidence,canonical_relationship_event_count,relationship_repeat_strength,confirmed_multi_source_relationship,woomi_strategic_relevance,recommended_follow_up
2026-07-14,20260714-235420-7185f37b,PRJ-20260714-0060,Disposition / Exit - California - Garden-Style Apartments Go for $78M in North County San Diego,100,CBRE,CBRE,Developer / GP,cbre,CBRE,Lender / Debt Provider,Financing Relationship,California,Disposition / Exit,Garden-Style Apartments Go for $78M in North County San Diego,https://www.connectcre.com/stories/garden-style-apartments-go-for-78m-in-north-county-san-diego/,100,75,1,100,No,Relevant to LA / California strategy,Track GP relationship history
2026-07-14,20260714-235420-7185f37b,PRJ-20260714-0063,Refinancing - California - Northmarq Secures $34M Refinance Loan for Owner of Upland California Apartment Community,100,Freddie Mac,Freddie Mac,Developer / GP,freddie mac,Freddie Mac,Lender / Debt Provider,Financing Relationship,California,Refinancing,Northmarq Secures $34M Refinance Loan for Owner of Upland California Apartment Community,https://yieldpro.com/2026/07/northwoods-apartments/,100,75,1,100,No,Relevant to LA / California strategy,Track GP relationship history
2026-07-14,20260714-235420-7185f37b,PRJ-20260714-0105,General Project Signal - Miami / Florida - AvalonBay pays $22M for full-block development site in Miami,100,AvalonBay,AvalonBay,Developer / GP,cushman,cushman,Lender / Debt Provider,Financing Relationship,Miami / Florida,Acquisition,"Avalon Bay Planning Apartments, Retail in South Miami",https://www.connectcre.com/stories/avalon-bay-planning-apartments-retail-in-south-miami/,98,40,1,98,No,Relevant to capital markets monitoring,Track GP relationship history
2026-07-14,20260714-235420-7185f37b,PRJ-20260714-0120,Refinancing - New York - JLL Secures $332M Refinancing for Luxury Multifamily Tower in Chicago,100,JLL,JLL,Developer / GP,jll,JLL,Lender / Debt Provider,Financing Relationship,New York,Refinancing,JLL Secures $332M Refinancing for Luxury Multifamily Tower in Chicago,https://rebusinessonline.com/jll-secures-332m-refinancing-for-luxury-multifamily-tower-in-chicago/,98,75,1,98,No,Relevant to capital markets monitoring,Track GP relationship history
2026-07-14,20260714-235420-7185f37b,PRJ-20260714-0063,Refinancing - California - Northmarq Secures $34M Refinance Loan for Owner of Upland California Apartment Community,100,Freddie Mac,Freddie Mac,Developer / GP,California,California,Market / Region,Financing Relationship,California,Refinancing,Northmarq Secures $34M Refinance Loan for Owner of Upland California Apartment Community,https://yieldpro.com/2026/07/northwoods-apartments/,97,100,1,97,No,Relevant to LA / California strategy,Track GP relationship history
2026-07-14,20260714-235420-7185f37b,PRJ-20260714-0063,Refinancing - California - Northmarq Secures $34M Refinance Loan for Owner of Upland California Apartment Community,100,Freddie Mac,Freddie Mac,Developer / GP,Refinancing - California - Northmarq Secures $34M Refinance Loan for Owner of Upland California Apartment Community,Los Angeles,Project / Deal,Financing Relationship,California,Refinancing,Northmarq Secures $34M Refinance Loan for Owner of Upland California Apartment Community,https://yieldpro.com/2026/07/northwoods-apartments/,97,60,1,97,No,Relevant to LA / California strategy,Track GP relationship history
2026-07-14,20260714-235420-7185f37b,PRJ-20260714-0105,General Project Signal - Miami / Florida - AvalonBay pays $22M for full-block development site in Miami,100,AvalonBay,AvalonBay,Developer / GP,avalonbay,avalonbay,Institutional Capital,Acquisition / Buyer,Miami / Florida,Acquisition,"Avalon Bay Planning Apartments, Retail in South Miami",https://www.connectcre.com/stories/avalon-bay-planning-apartments-retail-in-south-miami/,96,40,1,96,No,General market intelligence,Track GP relationship history
2026-07-14,20260714-235420-7185f37b,PRJ-20260714-0141,"Acquisition - Phoenix / Arizona - StreetLights Residential Sells 320-Unit Apartment Community in Gilbert, Arizona",100,Camden Property Trust,Camden Property Trust,Developer / GP,cbre,CBRE,Lender / Debt Provider,Financing Relationship,Phoenix / Arizona,Acquisition,"StreetLights Residential Sells 320-Unit Apartment Community in Gilbert, Arizona",https://rebusinessonline.com/streetlights-residential-sells-320-unit-apartment-community-in-gilbert-arizona/,95,40,1,95,No,Relevant to capital markets monitoring,Track GP relationship history
2026-07-14,20260714-235420-7185f37b,PRJ-20260714-0141,"Acquisition - Phoenix / Arizona - StreetLights Residential Sells 320-Unit Apartment Community in Gilbert, Arizona",100,Camden Property Trust,Camden Property Trust,Developer / GP,camden,camden,Institutional Capital,Acquisition / Buyer,Phoenix / Arizona,Acquisition,"StreetLights Residential Sells 320-Unit Apartment Community in Gilbert, Arizona",https://rebusinessonline.com/streetlights-residential-sells-320-unit-apartment-community-in-gilbert-arizona/,93,40,1,93,No,General market intelligence,Track GP relationship history
2026-07-14,20260714-235420-7185f37b,PRJ-20260714-0109,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,100,JLL,JLL,Developer / GP,jll,JLL,Lender / Debt Provider,Financing Relationship,Miami / Florida,Construction Financing,S3 Originates $111M Construction Loan for Edgewater Rental Community,https://www.connectcre.com/stories/s3-originates-111m-construction-loan-for-edgewater-rental-community/,93,75,1,93,No,Relevant to capital markets monitoring,Track GP relationship history
