run_date,run_id,canonical_article_id,related_canonical_article_ids,primary_display_section,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,article_integrity_status,access_status,extracted_city,extracted_state,extracted_market_reason,gp_name,canonical_gp_name,lead_entity,counterparties,entity_extraction_method,entity_extraction_confidence,entity_extraction_reason,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,residential_sector,activity_type,market_focus,source_categories,source_platform_types,article_count,average_relevance_score,institutional_signal_strength,growth_or_defensive_signal,likely_strategy,potential_implication_for_woomi,recommended_follow_up,strategic_priority_label
2026-08-09,20260809-233153-e892ad29,art_d7d8176bdd750a59,art_d7d8176bdd750a59,Development Activity,repeat_penalized,2026-07-13,2026-08-09,27,old_31d_plus,old,published date parsed; article age 27 day(s),5,valid,open,Atlanta,Georgia,matched city/metro keyword: Atlanta,CIM Group,CIM Group,CIM Group,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 12-story; execution milestone: construction start; project/asset term: project,high,Construction Start,Mixed-Use Residential,development start; operational technology / AI adoption,Atlanta / Georgia,Site / Parcel Source Expansion,Other,1,100.0,73,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_ec706d254e0b3fca,art_ec706d254e0b3fca,Development Activity,acceptable_repeat,2026-08-06,2026-08-09,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),62,valid,access_limited,,,used broad market bucket: Southeast,Holland Partner Group,Holland Partner Group,Holland Partner Group,,,,,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Mixed-Use Residential,JV / partnership; operational technology / AI adoption,Southeast,Regional / California / LA Sources,Other,1,76.0,73,Operational Optimization,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_5e10c07cd889eb67,art_5e10c07cd889eb67,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,Phoenix,Arizona,matched city/metro keyword: Phoenix,Invent Development Partners,Invent Development Partners,Invent Development Partners,RXR; Halpern Real Estate Investments; Korman Communities,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 301-unit; address/street: 125 million in construction financing for ave; project/asset term: development; project financing tied to anchor: construction financing,high,Project Financing / Capital Event,Apartment,refinancing; JV / partnership; operational technology / AI adoption,Phoenix / Arizona,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_36653f04e4a4616f,art_36653f04e4a4616f,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,,,used broad market bucket: Seattle,Jasmine Kilman Mesa West Capital,Jasmine Kilman Mesa West Capital,Jasmine Kilman Mesa West Capital,Seattle-Area Apartments Mesa West Capital; Timberlane Partners,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 162-unit; execution milestone: delivered; project/asset term: community,high,Delivery / Opening,Apartment,refinancing; JV / partnership; operational technology / AI adoption,Seattle,Site / Parcel Source Expansion,Other,1,85.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_03e554735dbfbc0b,art_03e554735dbfbc0b,GP / Capital Activity,repeat_penalized,2026-07-30,2026-08-09,10,recent_4_14d,recent,published date parsed; article age 10 day(s),55,valid,open,Miami,Florida,matched city/metro keyword: Miami,Madison Realty Capital,Madison Realty Capital,Madison Realty Capital,Baron Property Group; Mike Boyd Baron Property Group; Hialeah Apartment Community Baron Property Group,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Mixed-Use Residential,refinancing; operational technology / AI adoption,Miami / Florida,Site / Parcel Source Expansion,Other,1,99.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_120b790785971abe,art_120b790785971abe,Development Activity,repeat_penalized,2026-07-29,2026-08-09,11,recent_4_14d,recent,published date parsed; article age 11 day(s),55,valid,open,Miami,Florida,matched city/metro keyword: Miami,Northlink Capital,Northlink Capital,Northlink Capital,Miami Condo Project Arrow Real Estate Advisors,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 222-unit; address/street: 7200 collins avenue; project/asset term: project; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Apartment,refinancing; operational technology / AI adoption,Miami / Florida,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_5e10c07cd889eb67,art_5e10c07cd889eb67,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,Phoenix,Arizona,matched city/metro keyword: Phoenix,RXR,RXR,RXR,Halpern Real Estate Investments; Korman Communities,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 301-unit; address/street: 125 million in construction financing for ave; project/asset term: development; project financing tied to anchor: construction financing,high,Project Financing / Capital Event,Apartment,refinancing; JV / partnership; operational technology / AI adoption,Phoenix / Arizona,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_ff038a4262a2b858,art_ff038a4262a2b858,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,,,used broad market bucket: Sun Belt,Santander Bank,Santander Bank,Santander Bank,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 382-unit; site/parcel signal: site; project/asset term: project; project financing tied to anchor: construction loan,high,Site Acquisition / Site Control,Multifamily,refinancing; JV / partnership; operational technology / AI adoption,Sun Belt,Core Multifamily News,Other,1,83.0,73,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_3ca270ab093c2e55,art_3ca270ab093c2e55,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,Atlanta,Georgia,matched city/metro keyword: Atlanta,Wood Partners,Wood Partners,Wood Partners,Mike Boyd Wood Partners; Apartment Venture Wood Partners; Marcus Partners,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 280-unit; project/asset term: community,high,Project / Asset,Apartment,acquisition; JV / partnership; operational technology / AI adoption,Atlanta / Georgia,Site / Parcel Source Expansion,Other,1,76.0,73,Operational Optimization,operational efficiency push,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_794f33a72813799c,art_794f33a72813799c,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,,,used broad market bucket: National,"American House, Winterpast Capital","American House, Winterpast Capital","American House, Winterpast Capital",Winterpast Capital; American House Senior Living Communities; Winterpast Capital Partners; Helios Healthcare Advisors,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,unit/site count: 192-unit; execution milestone: lease-up; project/asset term: development,high,Leasing / Lease-Up,Senior Housing,acquisition; disposition / exit; JV / partnership,National,Site / Parcel Source Expansion,Other,1,94.0,63,Defensive Capital Preservation,selective multifamily acquisition,potential JV partnership signal,monitor JV activity,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_bcb5c357a0ca0dbd,art_bcb5c357a0ca0dbd,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,Miami,Florida,matched city/metro keyword: Miami,Buys Two Miami Affordable Housing Rentals Residential,Buys Two Miami Affordable Housing Rentals Residential,Buys Two Miami Affordable Housing Rentals Residential,Multifamily Miami Investments; Starwood Capital; Starwood Asset Management; Gatehouse Group,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,project/asset term: apartments,medium,Project / Asset,Affordable Housing,acquisition; disposition / exit,Miami / Florida,Core Multifamily News,Other,1,93.0,63,Defensive Capital Preservation,selective multifamily acquisition,pricing discovery reference,review institutional pricing signals,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_d60cbe49b3ce0105,art_d60cbe49b3ce0105,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,,,used broad market bucket: Seattle,CBRE,CBRE,CBRE,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 387-unit; address/street: 17 acres at 15001 35th ave; project/asset term: community,high,Project / Asset,Apartment,acquisition; disposition / exit,Seattle,Core Multifamily News,Other,1,77.0,63,Defensive Capital Preservation,selective multifamily acquisition,pricing discovery reference,review institutional pricing signals,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_d2dbd9b9efbbd681,art_d2dbd9b9efbbd681,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,Las Vegas,Nevada,matched city/metro keyword: Las Vegas,CONAM,CONAM,CONAM,Las Vegas CONAM Strategic Investments Fund,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,unit/site count: 232-unit; project/asset term: apartments,high,Project / Asset,Apartment,acquisition; capital raise,Las Vegas / Nevada,Site / Parcel Source Expansion,Other,1,78.0,63,Aggressive Expansion,selective multifamily acquisition,pricing discovery reference,review institutional pricing signals,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_b1d43ebd2266d3ad,art_b1d43ebd2266d3ad,Development Activity,new_or_fresh,2026-08-08,2026-08-09,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,Louisiana,matched state keyword: Louisiana,Scion Group,Scion Group,Scion Group,Walker & Dunlop; Fannie Mae,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 295 units,medium,Project Financing / Capital Event,Student Housing,refinancing,Louisiana,Core Multifamily News,Other,1,92.0,63,Defensive Capital Preservation,stable platform monitoring,capital market sentiment indicator,track refinancing pipeline,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_243963b1215f7950,art_243963b1215f7950,GP / Capital Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,Miami,Florida,matched city/metro keyword: Miami,Valley National Bank,Valley National Bank,Valley National Bank,Miami Residential; Refinance Valley National Bank; YMP Real Estate Management; Meridian Capital Group; Courtesy Meridian Capital Group; Courtesy YMP Real Estate,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Multifamily,refinancing,Miami / Florida,Core Multifamily News,Other,1,71.0,63,Defensive Capital Preservation,stable platform monitoring,capital market sentiment indicator,track refinancing pipeline,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_b1d43ebd2266d3ad,art_b1d43ebd2266d3ad,Development Activity,new_or_fresh,2026-08-08,2026-08-09,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,Louisiana,matched state keyword: Louisiana,Walker & Dunlop,Walker & Dunlop,Walker & Dunlop,Fannie Mae,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 295 units,medium,Project Financing / Capital Event,Student Housing,refinancing,Louisiana,Core Multifamily News,Other,1,92.0,63,Defensive Capital Preservation,stable platform monitoring,capital market sentiment indicator,track refinancing pipeline,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_0b65ea27742b0ffc,art_0b65ea27742b0ffc,Development Activity,repeat_penalized,2026-07-24,2026-08-09,16,old_31d_plus,old,published date parsed; article age 16 day(s),5,valid,open,Atlanta,Georgia,matched city/metro keyword: Atlanta,Atlanta Student Housing Project Radnor Property Group,Atlanta Student Housing Project Radnor Property Group,Atlanta Student Housing Project Radnor Property Group,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 305-unit; project/asset term: project; project financing tied to anchor: construction financing,high,Project Financing / Capital Event,Student Housing,disposition / exit; operational technology / AI adoption,Atlanta / Georgia,Site / Parcel Source Expansion,Other,1,88.0,61,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_0e090711e3965065,art_0e090711e3965065,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),62,valid,access_limited,,Texas,matched state keyword: Texas,JPI,JPI,JPI,,,,,True,address/street: 939 w. manchester blvd; project/asset term: project,high,Approval / Entitlement,Affordable Housing,entitlement; operational technology / AI adoption,Texas,Regional / California / LA Sources,Other,1,100.0,61,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_03c8cde4a6cc3cae,art_03c8cde4a6cc3cae,Market Intelligence,repeat_penalized,2026-08-04,2026-08-09,5,fresh_0_3d,fresh,published date parsed; article age 5 day(s),36,valid,open,,,used broad market bucket: Sun Belt,MAA,MAA,MAA,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",False,"no identifiable project, asset, site, address, or unit-count anchor",none,,General Residential,operational technology / AI adoption,Sun Belt,Core Multifamily News,Other,1,77.0,61,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-08-09,20260809-233153-e892ad29,art_cc75db02dbbec269,art_cc75db02dbbec269,Development Activity,acceptable_repeat,2026-08-07,2026-08-09,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),74,valid,open,Miami,Florida,matched city/metro keyword: Miami,Harbor Group International,Harbor Group International,Harbor Group International,,,,,True,unit/site count: 505-unit; project/asset term: apartments,high,Project / Asset,Apartment,disposition / exit; operational technology / AI adoption,Miami / Florida,Site / Parcel Source Expansion,Other,1,58.0,55,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
